queue_rank,unique_id,name,facility_type,operator_type,address_city,address_state,pincode,district_reference,pincode_join_confidence,readiness_score,completeness_score,evidence_support_score,consistency_score,high_leverage_score,review_priority_score,flag_count,high_severity_flag_count,primary_issue,review_status,evidence_validation_status
3808,4e0ddac9-9c31-4957-900a-ceacdb11191e,Hartej Hospital,hospital,private,Amritsar,Punjab,143001,AMRITSAR,exact_reference_mapping,87.18,93.0,66.6,100.0,50.22,22.17,3,2,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
3809,50628448-dcb4-4e6e-bc22-d972485a1790,Hithayu Ayurvedic & Physiotherapy Hospital,hospital,private,Warangal,Telangana,506002,HANUMAKONDA,exact_reference_mapping,79.82,88.0,48.75,100.0,28.14,22.17,3,2,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
3810,3883deef-d881-4d33-a40b-7e51c6264ebc,Artim PolyClinic and Diagnostics,clinic,private,Bardhaman,West Bengal,713102,PURBA BARDHAMAN,exact_reference_mapping,77.82,83.0,48.75,100.0,22.15,22.17,5,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
3811,4bee4feb-f644-4167-82c1-5b0122ec9bf9,Modern Dental Care,dentist,private,Asansol,West Bengal,721101,MEDINIPUR WEST,exact_reference_mapping,80.97,83.0,59.25,100.0,31.59,22.17,4,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
3812,ba968e57-2d1f-4096-ac44-76a272ffded9,Dr Nihar Munshi Eye Foundation,hospital,private,Kolkata,West Bengal,700019,KOLKATA,exact_reference_mapping,77.41,88.0,60.7,80.0,20.91,22.17,4,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
3813,f0d4c143-ea11-4f3b-8c46-c843220b64a6,Nayra Dental Care,dentist,private,Hisar,Haryana,125001,HISAR,exact_reference_mapping,84.98,93.0,59.25,100.0,43.61,22.17,2,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
3814,75dc9676-fc78-41a1-8c9a-579460fcab07,Karunashraya,hospital,private,Bangalore,Karnataka,560037,BENGALURU URBAN,exact_reference_mapping,84.18,91.0,59.25,100.0,41.23,22.17,3,0,missing_or_invalid_number_doctors,unreviewed,claim_level_source_alignment_unverified
3815,3dc74814-d121-4c2f-bfb8-5196e3fcced9,Rahat Hospital,hospital,private,Jammu,Jammu And Kashmir,181152,JAMMU,exact_reference_mapping,78.61,83.0,51.38,100.0,24.48,22.16,7,3,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
3816,1b58cb53-4bbe-406b-90b8-5c7118d603d9,Janta Hospital,hospital,private,Surat,Gujarat,395002,SURAT,exact_reference_mapping,80.66,83.0,58.2,100.0,30.62,22.16,7,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
3817,2a4ccd9e-c74e-4938-9e96-6109f7a037e4,VS Hospitals,hospital,private,Chennai,Tamil Nadu,600010,CHENNAI,exact_reference_mapping,82.3,88.0,66.99,90.0,35.54,22.16,5,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
3818,32ca5a85-14a2-443b-a5f4-eb67a32e5ce1,Precision Dental & Implant Centre Ad,dentist,private,Kolkata,West Bengal,700031,KOLKATA,exact_reference_mapping,80.97,83.0,59.25,100.0,31.53,22.16,4,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
3819,32e351e3-d960-4a34-9f90-4ffcc7b35240,Sri Vinayaga Dental Clinic,dentist,private,Thoothukudi,Tamil Nadu,626101,VIRUDHUNAGAR,exact_reference_mapping,82.98,88.0,59.25,100.0,37.57,22.16,3,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
3820,454b7120-eb0d-4520-8f22-9dd200e0c499,VGM Gastro Centre,hospital,private,Coimbatore,Tamil Nadu,641005,COIMBATORE,exact_reference_mapping,88.92,95.0,69.75,100.0,55.42,22.16,2,1,uncorroborated_critical_care_claim,unreviewed,claim_level_source_alignment_unverified
3821,49c23dda-e843-49db-8549-bb07e774122a,Indrapuri Hospital,hospital,private,Vadodara,Gujarat,390019,VADODARA,exact_reference_mapping,82.98,88.0,59.25,100.0,37.59,22.16,4,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
3822,6f8a8416-e1a0-4b46-b15c-a8b52d47cf83,Sanjeevani Hospital,hospital,private,Pusegaon,"Satara District, Maharashtra",422402,NASHIK,exact_reference_mapping,84.85,100.0,69.5,80.0,43.2,22.16,3,1,uncorroborated_neonatal_claim,unreviewed,claim_level_source_alignment_unverified
3823,748f3477-aa82-435d-818a-219005c5cbf1,Vaga Hospital,hospital,private,Lucknow,Uttar Pradesh,226020,LUCKNOW,exact_reference_mapping,78.64,83.0,61.48,90.0,24.54,22.16,4,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
3824,aece024e-3e55-47d7-a5d8-b9dfcfcc7df2,Mangala's Avani Health Care Centre,clinic,private,Mumbai,Maharashtra,400076,MUMBAI SUBURBAN,exact_reference_mapping,81.82,93.0,48.75,100.0,34.09,22.16,2,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
3825,87d1fee8-13d0-4b80-a0d5-4b7105d85425,"Habra State General Hospital, Habra, 131 beds",hospital,public,Habra,West Bengal,743263,24 PARAGANAS NORTH,exact_reference_mapping,82.96,86.0,61.88,100.0,37.52,22.16,3,0,missing_or_invalid_number_doctors,unreviewed,claim_level_source_alignment_unverified
3826,1a790ffe-d1d8-444c-9c3e-c971089a00dc,New Era Super Speciality Hospital,hospital,,Trilanga,Madhya Pradesh,462039,BHOPAL,exact_reference_mapping,72.51,78.0,57.71,80.0,6.13,22.15,6,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
3827,66bd6b77-c0da-496d-bee4-9696a0a8738a,Aastha Dental Hospital,hospital,private,Pachora,Maharashtra,424201,JALGAON,exact_reference_mapping,81.51,88.0,54.38,100.0,33.15,22.15,2,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
3828,af32bda8-0a73-4333-acbb-ebf6136bd137,Body Care Diagnostic Centre (Kolkata),clinic,private,Kolkata,West Bengal,700007,KOLKATA,exact_reference_mapping,79.82,88.0,48.75,100.0,28.06,22.15,3,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
3829,bef5b26f-68d1-423f-b3b2-f79d22ba53fe,Saroj Dental Care Centre,dentist,private,Pune,Maharashtra,411028,PUNE,exact_reference_mapping,82.16,84.0,61.88,100.0,35.08,22.15,3,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
3830,c029a413-a916-407e-9d13-efbc89a07d00,"The Onco Clinic, Sector 38",clinic,private,Gurgaon,Haryana,122003,GURUGRAM,exact_reference_mapping,83.5,88.0,61.0,100.0,39.1,22.15,4,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
3831,2844da4b-b15d-4173-aaff-11ca0ae02dd3,"Tulsi Dental Clinic, Tulsi Complex, Ramganj, Ajmer-305001",clinic,private,Ajmer,Rajasthan,305001,AJMER,exact_reference_mapping,79.4,83.0,54.0,100.0,26.77,22.14,5,2,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
3832,758acece-ec18-48aa-adc7-280bd73eb901,Parveen Medilab Services,clinic,private,Panchkula,Chandigarh,134109,PANCHKULA,exact_reference_mapping,74.26,83.0,61.88,75.0,11.36,22.14,4,2,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
3833,05cf007b-5de5-4ea5-8291-eed8e5575a15,Homeopathy Research Hospital,hospital,private,Jaipur,Rajasthan,302004,JAIPUR,exact_reference_mapping,76.22,79.0,48.75,100.0,17.22,22.14,5,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
3834,547f6216-efa9-4f29-b661-ab6743c9ada5,Vaani Dental Care Cherthala,clinic,private,Cherthala,Kerala,688582,ALAPPUZHA,exact_reference_mapping,83.76,88.0,61.88,100.0,39.85,22.14,2,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
3835,4727d4e8-9de8-4007-8fb7-a388dbf30ddb,Cachar Cancer Hospital & Research Centre,hospital,private,Silchar,Assam,788015,CACHAR,exact_reference_mapping,85.78,95.0,59.25,100.0,45.9,22.14,2,0,missing_or_invalid_number_doctors,unreviewed,claim_level_source_alignment_unverified
3836,03c7e45c-45de-47e3-bfb3-cd79724ad8ec,Ghazipur Nursing Home,hospital,private,Ghazipur,Uttar Pradesh,233001,GHAZIPUR,exact_reference_mapping,79.37,93.0,60.57,80.0,26.62,22.13,4,2,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
3837,3892aedd-c2a3-484d-9c0d-4b9a32ae92c5,Ruparelia Dental Clinic And Implant Centre,clinic,private,Jamnagar,Gujarat,361008,JAMNAGAR,exact_reference_mapping,79.4,83.0,54.0,100.0,26.72,22.13,5,2,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
3838,6a387eff-5e73-4f61-9214-ca76008570ee,Whyte Dental,dentist,private,Mysuru,Karnataka,570001,MYSURU,exact_reference_mapping,79.82,88.0,48.75,100.0,27.98,22.13,3,2,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
3839,081d30c7-5f55-4e07-8521-f20067f06065,Femelife Fertility Foundation - IVF Hospital,hospital,private,Chennai,Tamil Nadu,600083,CHENNAI,exact_reference_mapping,83.68,95.0,52.25,100.0,39.56,22.13,4,1,uncorroborated_critical_care_claim,unreviewed,claim_level_source_alignment_unverified
3840,32aa0d93-2c79-47e1-9619-67de20314eaf,Supreme Clinic,clinic,private,Pune,Maharashtra,411044,PUNE,exact_reference_mapping,81.82,93.0,48.75,100.0,33.97,22.13,3,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
3841,4dc7a8b0-1c93-464d-afe3-17c6b05943f4,Indospine Hospital,hospital,private,Ahmedabad,Gujarat,380009,AHMADABAD,exact_reference_mapping,83.54,93.0,74.46,80.0,39.15,22.13,3,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
3842,552a89ca-ce20-480d-8bfb-4c1f37c2d37a,Dr Chandhok's Multispecialty Dental Care and Smile Designing Centre - Dharampeth Branch,dentist,private,Nagpur,Maharashtra,440010,NAGPUR,exact_reference_mapping,79.82,88.0,48.75,100.0,27.98,22.13,3,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
3843,59bbdf19-8d49-4651-819d-cc3c0cbb078d,Dr. Bhatia's Chandra IVF,clinic,private,Lucknow,Uttar Pradesh,226010,LUCKNOW,exact_reference_mapping,77.82,83.0,48.75,100.0,21.98,22.13,4,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
3844,accc6b79-cf5c-441e-b838-ed7e50ab3fd0,Jeevandeep Hospital,hospital,private,Ahmedabad,Gujarat,382475,AHMADABAD,exact_reference_mapping,73.85,83.0,55.5,80.0,10.07,22.13,7,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
3845,9e298bc0-1f2a-4afa-8eb2-c11f43f0a5b3,Medista Hospital,hospital,private,Indore,Madhya Pradesh,452020,INDORE,exact_reference_mapping,85.35,90.0,64.5,100.0,44.57,22.13,6,0,missing_or_invalid_number_doctors,unreviewed,claim_level_source_alignment_unverified
3846,ae48d98c-b686-40a4-926f-b35ac032bd8f,Sanjivani Hospital,hospital,private,Ganganagar,Rajasthan,335001,GANGANAGAR,exact_reference_mapping,80.07,95.0,60.23,80.0,28.73,22.13,5,0,missing_or_invalid_number_doctors,unreviewed,claim_level_source_alignment_unverified
3847,87228117-8931-4606-a339-ef0e90057f84,Aakash Hospital,hospital,private,Chennai,Tamil Nadu,,,invalid_pincode,80.97,83.0,59.25,100.0,31.37,22.12,7,3,missing_or_invalid_pincode,unreviewed,claim_level_source_alignment_unverified
3848,67333154-bd69-4acc-b954-a728a2e62322,Srinivas Priya Hospital (P) Ltd,hospital,private,Chennai,Tamil Nadu,600011,CHENNAI,exact_reference_mapping,84.18,91.0,59.25,100.0,41.02,22.12,6,2,uncorroborated_critical_care_claim,unreviewed,claim_level_source_alignment_unverified
3849,e81d79d3-1d20-4bb2-9ad9-f5adb3f065f0,Jainam Shree Hospital,hospital,private,Bhopal,Madhya Pradesh,462016,BHOPAL,exact_reference_mapping,73.87,88.0,38.91,90.0,10.11,22.12,5,2,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
3850,136c1d8e-123f-4bfa-baa6-70f53a91846f,VSV Clinical Laboratory,clinic,private,Madurai,Tamil Nadu,625016,MADURAI,exact_reference_mapping,75.01,83.0,59.38,80.0,13.52,22.12,5,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
3851,1f464921-0ab6-41c9-bac6-807c40585731,Diva Hospital & IVF Center,hospital,private,Jaipur,Rajasthan,302020,JAIPUR,exact_reference_mapping,84.81,88.0,65.38,100.0,42.92,22.12,5,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
3852,533c55f5-3793-4f0e-a341-95efd8e94492,Angel Care Clinic and Diagnostic Centre,clinic,private,Mumbai,Maharashtra,400071,MUMBAI SUBURBAN,exact_reference_mapping,77.82,83.0,48.75,100.0,21.95,22.12,4,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
3853,757b205b-d6ec-4546-8a0a-a27e8f236486,Infinity Aesthetics Clinic,clinic,private,Thane,Maharashtra,400607,THANE,exact_reference_mapping,80.97,83.0,59.25,100.0,31.38,22.12,4,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
3854,fa8e4805-44ec-4978-a137-0b483108cc86,Hd Dental Clinic And Maxillofacial Center,clinic,private,Ahmedabad,Gujarat,380014,AHMADABAD,exact_reference_mapping,80.97,83.0,59.25,100.0,31.37,22.12,4,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
3855,ebcb5768-f299-46ea-9dbc-fd918572bda0,NIIMS Hospital,hospital,private,Greater Noida,Uttar Pradesh,203201,GAUTAM BUDDHA NAGAR,exact_reference_mapping,81.36,82.0,61.88,100.0,32.54,22.12,4,0,missing_or_invalid_number_doctors,unreviewed,claim_level_source_alignment_unverified
3856,7c6e6ca4-d07f-4613-a926-47d5ae7a2afe,Cardia Health Care,clinic,private,Noida,Uttar Pradesh,201305,GAUTAM BUDDHA NAGAR,exact_reference_mapping,72.24,74.0,67.12,75.0,5.16,22.11,6,3,missing_or_invalid_coordinates,unreviewed,claim_level_source_alignment_unverified
3857,2a89e527-61dd-498f-9d5d-29b6a47e9b9d,Long Life Hospital,hospital,private,Ahmedabad,Gujarat,380007,AHMADABAD,exact_reference_mapping,81.38,84.0,59.25,100.0,32.59,22.11,5,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
3858,50ce83e9-a967-4274-90b7-c3cd4d56fd17,"Champhai District Hospital, Champhai",hospital,public,Champhai,Mizoram,796321,CHAMPHAI,exact_reference_mapping,79.03,86.0,48.75,100.0,25.53,22.11,4,1,uncorroborated_emergency_trauma_claim,unreviewed,claim_level_source_alignment_unverified
3859,ba2f5008-38cd-48f6-ae47-3bf0f89baf2a,Aksha Eye Hospital,hospital,private,Rajkot,Gujarat,360004,RAJKOT,exact_reference_mapping,83.7,93.0,75.0,80.0,39.53,22.11,2,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
3860,3c227c48-b997-43aa-8bb7-3f4bf36454f0,Amvision Eye & Child Care,clinic,private,Laxmi Nagar,Delhi,110092,,ambiguous_reference_mapping,79.92,83.0,55.75,100.0,28.14,22.1,7,2,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
3861,0eee91dc-da8e-4216-a1a0-cf87bfca7a49,Oxymed Hospital,hospital,private,Chennai,Tamil Nadu,600035,CHENNAI,exact_reference_mapping,78.61,83.0,51.38,100.0,24.22,22.1,7,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
3862,7448b9a5-251d-4be6-bf3d-8afb60639f13,Sri Parvathi Hospital – Diabetic Care Center,hospital,private,Karaikudi,Tamil Nadu,630001,SIVAGANGA,exact_reference_mapping,78.22,84.0,48.75,100.0,23.08,22.1,4,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
3863,8ac427f5-df99-43d0-be2f-25ceb51622c1,"Batra Heart & Multispecialty Hospital, Block F, Spring Field Colony, Sector 31, Faridabad, Haryana 121003",hospital,private,Faridabad,Haryana,121003,FARIDABAD,exact_reference_mapping,84.56,90.0,61.88,100.0,42.06,22.1,4,1,uncorroborated_emergency_trauma_claim,unreviewed,claim_level_source_alignment_unverified
3864,b386c34b-b2b2-4ef7-a9bd-c45a3e4c0bcb,Alshifa Multispeciality Hospital,hospital,private,New Delhi,Delhi,110025,,ambiguous_reference_mapping,85.12,90.0,63.75,100.0,43.74,22.1,8,0,missing_or_invalid_number_doctors,unreviewed,claim_level_source_alignment_unverified
3865,38ed9af6-4dc5-4e81-9459-d08f6138b84c,Rao Hospital,hospital,private,Jaipur,Rajasthan,302013,JAIPUR,exact_reference_mapping,87.35,95.0,64.5,100.0,50.41,22.09,3,1,uncorroborated_emergency_trauma_claim,unreviewed,claim_level_source_alignment_unverified
3866,6bffa8f4-d181-4e52-991d-53482e8e4424,Mahajan Hospital,hospital,,Pune,Maharashtra,440025,NAGPUR,exact_reference_mapping,79.38,79.0,59.25,100.0,26.51,22.09,5,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
3867,77a34f52-2417-4dfb-abc2-515154bbf9b1,Hi-Tech Path Lab,,,Kawardha,Chhattisgarh,491995,KABIRDHAM,exact_reference_mapping,71.84,76.0,58.13,80.0,3.89,22.09,6,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
3868,58d49f6f-42fa-4172-9e3b-8fdeb5d056cf,Jindal Nursing Home,hospital,private,Bhatinda,Punjab,151004,BATHINDA,exact_reference_mapping,73.42,72.0,48.75,100.0,8.6,22.08,5,3,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
3869,095eefc0-5706-4792-a3eb-cb77734917e2,Parappuram's Smile Dental Clinic,clinic,private,Muvattupuzha,Kerala,686661,ERNAKULAM,exact_reference_mapping,84.98,93.0,59.25,100.0,43.27,22.08,2,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
3870,13c75517-f5cf-4d45-9057-6f982592028c,Al-Hayat Hospital,hospital,private,Indore,Madhya Pradesh,452016,INDORE,exact_reference_mapping,72.75,75.0,52.5,90.0,6.56,22.08,6,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
3871,51458d51-677a-4093-a733-6b5aa6b0418f,"ESIC Model Hospital Baddi P.O & Vill Katha , opp Gillette India Ltd, Baddi, H.P- 173205",hospital,public,Baddi,Himachal Pradesh,173205,SOLAN,exact_reference_mapping,71.26,83.0,46.88,80.0,2.11,22.08,5,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
3872,cfe5573a-17a7-464b-9919-955d72fc2b9c,"N.G. Nursing Home, Kalighat",clinic,private,Kolkata,West Bengal,700026,KOLKATA,exact_reference_mapping,81.53,88.0,74.44,80.0,32.91,22.08,4,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
3873,8d2092dc-63e9-4461-9eeb-01a94dab5504,"Madhava Nursing Home, Secunderabad",hospital,,Secunderabad,Telangana,500003,HYDERABAD,exact_reference_mapping,88.14,95.0,67.12,100.0,52.74,22.08,4,0,missing_or_invalid_operator_type,unreviewed,claim_level_source_alignment_unverified
3874,cdcc342f-b707-4a15-9f5a-a869354d0a9e,Lall Nursing And Maternity Home,hospital,private,Gurgaon,Haryana,122021,,unresolved,84.37,95.0,74.56,80.0,41.44,22.08,4,0,missing_or_invalid_number_doctors,unreviewed,claim_level_source_alignment_unverified
3875,f7f1c74c-b327-477b-9880-2ef94c0bc86d,Medline Hospital,hospital,private,Karnal,Haryana,132001,KARNAL,exact_reference_mapping,79.01,84.0,51.38,100.0,25.3,22.07,7,4,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
3876,3798141e-c980-4b89-8c87-b5bcfdfdde97,Ankur Paediatric Hospital & NICU,hospital,private,Virar,Maharashtra,401303,PALGHAR,exact_reference_mapping,79.05,90.0,53.51,90.0,25.43,22.07,5,2,placeholder_or_negative_claim,unreviewed,claim_level_source_alignment_unverified
3877,c182d8a0-5d2b-469f-84df-40267f6a4980,Waltair Multicare Hospital,hospital,private,Visakhapatnam,Andhra Pradesh,530017,VISAKHAPATANAM,exact_reference_mapping,83.48,84.0,66.25,100.0,38.74,22.07,4,2,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
3878,1f0d283f-92d9-473a-acb2-abf39006226e,Satyam Hospital Trauma Centre,hospital,private,Jalandhar,Punjab,144001,JALANDHAR,exact_reference_mapping,79.92,88.0,69.06,80.0,28.03,22.07,5,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
3879,532421e0-8744-40a0-b527-913422a84c5f,Sudha Fertility Centre,hospital,private,Madurai,Tamil Nadu,625002,MADURAI,exact_reference_mapping,81.45,93.0,67.5,80.0,32.62,22.07,2,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
3880,e1fe530c-700f-4b99-b24b-15bb991f0177,"Priority Medical Clinic, Kalighat, Kolkata",hospital,private,Kolkata,West Bengal,700026,KOLKATA,exact_reference_mapping,81.92,88.0,55.75,100.0,34.04,22.07,5,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
3881,728aed87-637a-4e99-9fb5-e1b02ca17d58,Our Family Clinic,clinic,private,Ernakulam,Kerala,682017,ERNAKULAM,exact_reference_mapping,78.22,84.0,48.75,100.0,22.92,22.06,4,2,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
3882,ef6a5fa9-0ed0-4ead-af23-4cee7f1c315c,"All India Institute of Medical Sciences (AIIMS), Nagpur, Maharshtra",hospital,public,Nagpur,Maharashtra,441108,NAGPUR,exact_reference_mapping,81.4,88.0,54.0,100.0,32.46,22.06,8,2,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
3883,2f61e07e-1482-4b96-aecf-d3b5f0a7f51e,Redefine Skin and Hair Transplant Center,clinic,private,Hyderabad,Telangana,500032,,ambiguous_reference_mapping,81.38,84.0,59.25,100.0,32.37,22.06,6,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
3884,3c881766-411b-49de-8b7b-5dded3ac5c87,Hazra Hearing Aid Centre,clinic,private,Kolkata,West Bengal,700026,KOLKATA,exact_reference_mapping,77.47,88.0,60.91,80.0,20.63,22.06,4,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
3885,72df7147-25e5-404c-9278-ea43a564f658,Shri Kailash Multispeciality Hospital,hospital,private,Sri Ganganagar,Rajasthan,335001,GANGANAGAR,exact_reference_mapping,81.82,93.0,48.75,100.0,33.7,22.06,3,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
3886,9a1d66f9-196a-4ce2-9baf-f855b8b8fb29,"Modern Hospital, Kodungallur",hospital,private,Kodungallur,Thrissur District,680664,THRISSUR,exact_reference_mapping,88.56,100.0,61.88,100.0,53.9,22.06,1,1,uncorroborated_critical_care_claim,unreviewed,claim_level_source_alignment_unverified
3887,b305b06c-7d27-4928-9daa-21ffe65f6bf0,Patanjali Arogya Kendra MP Nagar,clinic,private,Bhopal,Madhya Pradesh,462001,BHOPAL,exact_reference_mapping,75.06,83.0,59.53,80.0,13.41,22.06,5,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
3888,b819c93b-199f-498d-8c9a-9adf905c324c,Highland Hospital,hospital,private,Mangaluru,Karnataka,575002,DAKSHINA KANNADA,exact_reference_mapping,84.99,95.0,56.62,100.0,43.2,22.06,6,1,uncorroborated_emergency_trauma_claim,unreviewed,claim_level_source_alignment_unverified
3889,e048e293-454e-4425-b2df-62ae1b8bb557,Dr. Manjeet Institute of Critical Care - DMICC,hospital,private,Jaipur,Rajasthan,302023,,unresolved,80.58,82.0,59.25,100.0,29.98,22.06,6,1,claim_field_unprocessed_or_unknown,unreviewed,claim_level_source_alignment_unverified
3890,7ee52893-65a1-44e0-934f-546e7ed1cb5b,Asansol District Hospital,hospital,public,Asansol,West Bengal,713301,PASCHIM BARDHAMAN,exact_reference_mapping,84.56,90.0,61.88,100.0,41.93,22.06,2,0,missing_or_invalid_number_doctors,unreviewed,claim_level_source_alignment_unverified
3891,8647137e-110e-42b3-8dde-e5615b27f47f,Anandi Multispeciality Hospital,hospital,private,Aurangabad,Maharashtra,431009,AURANGABAD,exact_reference_mapping,74.96,83.0,59.2,80.0,13.07,22.05,5,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
3892,ed41c9f3-7e67-458e-a87c-7c26a23147e4,"Tooth And Braces, Sarat Bose Road",clinic,private,Kolkata,West Bengal,700040,KOLKATA,exact_reference_mapping,82.16,84.0,61.88,100.0,34.69,22.05,3,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
3893,3014ff58-7a87-460f-8dbd-e516f3936175,Max Lab,clinic,private,Dehra Dun,Uttarakhand,247667,HARIDWAR,exact_reference_mapping,77.82,83.0,48.75,100.0,21.6,22.04,6,2,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
3894,06ad9fc7-6d8c-42cf-9664-b488e9dcd4c7,Dr. Jadhav's Excellence Dental Solutions,clinic,private,Aurangabad,Maharashtra,431005,AURANGABAD,exact_reference_mapping,82.98,88.0,59.25,100.0,37.11,22.04,3,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
3895,1b3adf77-2dbd-4c7b-a576-5e26f34ba704,Dhiraj Vansh Fertility Centers,clinic,private,Dhule,Maharashtra,424001,DHULE,exact_reference_mapping,77.82,83.0,48.75,100.0,21.6,22.04,4,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
3896,22c8a5a4-0494-4443-b798-409e7854356e,"Happy Smile Dental Clinic - T Nagar, Chennai",clinic,private,Chennai,Tamil Nadu,600017,CHENNAI,exact_reference_mapping,83.76,88.0,61.88,100.0,39.46,22.04,2,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
3897,97ea1b09-efc8-463b-b355-35f0b3e9c264,Guardian Dental Care,clinic,private,Lucknow,Uttar Pradesh,226010,LUCKNOW,exact_reference_mapping,77.97,89.0,41.25,100.0,22.09,22.04,3,1,missing_or_invalid_capacity,unreviewed,claim_level_source_alignment_unverified
3898,55341f19-6951-49b7-a902-0d2fb5d8adfa,Gargi Hospital,hospital,,Ghaziabad,Uttar Pradesh,201002,GHAZIABAD,exact_reference_mapping,84.14,85.0,67.12,100.0,40.58,22.04,6,0,missing_or_invalid_operator_type,unreviewed,claim_level_source_alignment_unverified
3899,3b606cab-a331-4a15-bc1d-e7f8426a1b33,Rathi Hospital,hospital,private,Delhi,Delhi,110086,NORTH WEST,exact_reference_mapping,79.43,87.0,48.75,100.0,26.43,22.03,11,3,uncorroborated_critical_care_claim,unreviewed,claim_level_source_alignment_unverified
3900,13d353ff-aaef-4c09-887e-32fe3f661e26,Goyal Nursing Home,hospital,private,Palwal,Haryana,121102,,ambiguous_reference_mapping,81.68,90.0,52.25,100.0,33.15,22.03,6,1,uncorroborated_emergency_trauma_claim,unreviewed,claim_level_source_alignment_unverified
