source_row_number,unique_id,name,scoring_eligible,intake_issue_codes,facilityTypeId,facility_type_normalized,facility_type_normalization_action,operatorTypeId,operator_type_normalized,operator_type_normalization_action,address_zipOrPostcode,pincode_normalized,pincode_reference_status,pincode_join_confidence
2890,e67e983b-186b-4627-a7a0-ef811a6a0b31,Dr. Rupali's Medical & Diagnostics,True,,clinic,clinic,unchanged,private,private,unchanged,110044,110044,district_mode_selected,ambiguous_reference_mapping
2893,e6f3ae66-644c-40b3-a2d5-90c9fd0a62a7,Smart City Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,462013,462013,,unresolved
2895,e82c4790-c1af-492c-aa93-593ff37d857a,Sachdeva Diagnostics,True,,clinic,clinic,unchanged,private,private,unchanged,110019,110019,district_mode_selected,ambiguous_reference_mapping
2911,ef5441f3-bbc7-4239-9ea9-cc8ecf121d5c,Meenakshi Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,613 005,,,invalid_pincode
2923,f26e2bbb-1f55-4e35-b3cf-a6a60b40b53c,World Dental Specialities,True,,clinic,clinic,unchanged,private,private,unchanged,400 036,,,invalid_pincode
2931,f520fe76-c527-42d4-a561-640621188a7f,Dr. Lad’s Navjeevan Hospital,True,,nursing_home,,unmapped,private,private,unchanged,422002,422002,exact,exact_reference_mapping
2940,f8588ca9-14f7-48cb-b71c-90d91d710ad1,Mehi Skin Clinic - Sevoke Road,True,,clinic,clinic,unchanged,private,private,unchanged,734001,734001,district_mode_selected,ambiguous_reference_mapping
2947,fa6249ad-63f4-43be-ba98-be8c63a65b1e,Kins Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,734001,734001,district_mode_selected,ambiguous_reference_mapping
2957,fcae3838-af96-42d3-bb82-b1566958c294,Padmashree Diagnostics,True,,clinic,clinic,unchanged,private,private,unchanged,560 040,,,invalid_pincode
2987,032d7695-df4d-4de8-bf00-e1bab05d53cb,Sr Diagnostics,True,,clinic,clinic,unchanged,private,private,unchanged,500025,500025,,unresolved
2995,050479fe-82a8-404b-a41b-a61d15eb9577,Jindal Hospital & Cancer Centre,True,,hospital,hospital,unchanged,private,private,unchanged,121102,121102,district_mode_selected,ambiguous_reference_mapping
3003,068f6095-85f9-4d46-b3a7-b7209bfbd4c2,Health Point A Multispecialty Hospital Blood Bank,True,,hospital,hospital,unchanged,,,missing,7000 25,,,invalid_pincode
3035,0b76e711-fcd9-421c-b088-b4e99ccdcb71,Shree Parshvanath Jain Hospital & Research Centre Beawar,True,,hospital,hospital,unchanged,private,private,unchanged,305901,305901,district_mode_selected,ambiguous_reference_mapping
3043,0cf4808a-78ce-4541-9c80-e0796677c7e7,Machave Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,411029,411029,,unresolved
3047,0d6ae848-145e-4d6b-9c83-1c943c038332,32 Smile Stone Dental Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,110014,110014,ambiguous_district,ambiguous_reference_mapping
3086,15d98412-dbb0-487e-b9f8-1916f98232ac,Khosla Hospital,True,,hospital,hospital,unchanged,public,public,unchanged,141009,141009,,unresolved
3091,17fd3d32-fbc5-47be-bd65-7763bd967d69,Swami Samarth Diagnostic Centres,True,,clinic,clinic,unchanged,private,private,unchanged,PUNE-09,,,invalid_pincode
3094,18a0b6a3-8792-43ef-8753-47548e4aab02,Jyotirmay Eye Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,40601,,,invalid_pincode
3096,18e90980-e711-406e-9644-b6f4a797cabc,Dr. Parthasarathy Memorial Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,600 088,,,invalid_pincode
3103,1a0f7290-f227-49fe-9b92-a8c698a165d8,Malhotra Super Speciality Hospital,True,duplicate_unique_id,hospital,hospital,unchanged,private,private,unchanged,173205,173205,exact,exact_reference_mapping
3104,1a0f7290-f227-49fe-9b92-a8c698a165d8,Malhotra Super Speciality Hospital,False,duplicate_unique_id,hospital,hospital,unchanged,private,private,unchanged,173205,173205,exact,exact_reference_mapping
3114,1ca027f8-4f61-44b0-88db-13a361608535,Subam Fetal Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,625 016,,,invalid_pincode
3141,21c309e4-9ae9-4587-b233-0fbad2c1d5c3,Siliguri Speech and Hearing Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,734001,734001,district_mode_selected,ambiguous_reference_mapping
3146,22fbc724-7d28-4ca4-a5db-cc674c36f1e5,Shankar Dental Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,244715,244715,district_mode_selected,ambiguous_reference_mapping
3163,27aef849-665c-4b99-848f-e8bfafcb2a73,Pentamed Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,110009,110009,district_mode_selected,ambiguous_reference_mapping
3170,288bb055-0366-4b8f-b71b-147dc49d083a,Mumbai Retina Centre,True,,clinic,clinic,unchanged,private,private,unchanged,400 054,,,invalid_pincode
3186,2cbfa0f8-9049-4161-a8b4-9b4a9f9fb2ea,Sri Manakula Vinayagar Medical College and Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,605107,605107,ambiguous_state,ambiguous_reference_mapping
3201,2f7486d4-9949-4551-926f-4d1d1a27447e,Prudent Dental Care,True,,clinic,clinic,unchanged,private,private,unchanged,603 103,,,invalid_pincode
3203,2fcfb5bd-2d76-4f3f-a1a7-502009b9ba22,Sristi Hospitals & Research Centre,True,,hospital,hospital,unchanged,private,private,unchanged,786005,786005,,unresolved
3204,2feb9894-ac7d-4a1a-be23-3d928fc9863e,Rootcare Multispeciality Dental Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,110051,110051,ambiguous_district,ambiguous_reference_mapping
3207,307dc552-f0f5-4e7f-8b9c-ec1338077844,Kids N Clan Advanced Healthcare,True,,clinic,clinic,unchanged,private,private,unchanged,110092,110092,district_mode_selected,ambiguous_reference_mapping
3210,30dd0b4f-5992-44c0-95d3-bbb4eb339bd9,Sri Sai FACE CT SCAN Centre,True,,clinic,clinic,unchanged,private,private,unchanged,10,,,invalid_pincode
3214,317216a8-63bb-4543-b6f6-ca817b794db0,R.K. Dental Clinic - Laser & Cosmetic Centre,True,,clinic,clinic,unchanged,private,private,unchanged,600 080,,,invalid_pincode
3226,346e3374-da86-47bf-90bb-6118667c77a8,Prakash Eye Centre,True,,clinic,clinic,unchanged,private,private,unchanged,110009,110009,district_mode_selected,ambiguous_reference_mapping
3233,35edc2f1-035c-43d4-89af-ba82834ef976,East End Fertility Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,39,,,invalid_pincode
3237,36501bee-69ca-407a-9ed7-dd9636c078d4,Knee & Ortho Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,600116,600116,district_mode_selected,ambiguous_reference_mapping
3252,3872ea66-d8f6-4175-a177-4bd66852cb4d,Vishnu Dental College,True,,hospital,hospital,unchanged,private,private,unchanged,534 202,,,invalid_pincode
3257,39bd7760-9103-4936-8f37-c968c6f7c5aa,Tula Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,121102,121102,district_mode_selected,ambiguous_reference_mapping
3283,3d535332-f4ab-458c-b346-2427621b1d97,Dr. Gaikwad's Critical Care Centre,True,,hospital,hospital,unchanged,private,private,unchanged,440009,440009,,unresolved
3306,409237a0-b4ca-4740-8b19-40429f6fe4fe,Kristu Jyoti Hospital Samba,True,,hospital,hospital,unchanged,private,private,unchanged,184121,184121,district_mode_selected,ambiguous_reference_mapping
3331,4687438b-fb12-4728-a4fb-29e2398a54c7,Saksham Healthcare,True,,clinic,clinic,unchanged,private,private,unchanged,83,,,invalid_pincode
3356,4b4d5556-faef-45de-8dfe-cac634c48c7e,"Dr. Madhavi Retina Eye Care, Reddy And Reddys Colony",True,,clinic,clinic,unchanged,private,private,unchanged,517501,517501,district_mode_selected,ambiguous_reference_mapping
3385,520a748d-bedc-4a67-844c-afe5a8305521,Dr. Gargi Acharya’s Bopal Dental Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,380025,380025,,unresolved
3401,547f6f09-3974-4a2f-b458-c9a4b664518f,Katiyar Nursing Home,True,,hospital,hospital,unchanged,private,private,unchanged,241001,241001,district_mode_selected,ambiguous_reference_mapping
3413,5790feca-537c-4b3c-b6a3-3e78afa039ff,Satyarthi Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,801302,801302,district_mode_selected,ambiguous_reference_mapping
3421,58c1e876-c2bb-4167-b30c-ecfddd1d69ef,Khetan Dental Care,True,,clinic,clinic,unchanged,private,private,unchanged,208001,208001,district_mode_selected,ambiguous_reference_mapping
3452,5e7b658e-8fe8-4f23-95a4-1bb4103d7358,32 Teeth Dental Care,True,,clinic,clinic,unchanged,private,private,unchanged,641 037,,,invalid_pincode
3454,5eb06b07-8c36-412c-8a3e-b2990d221d87,Eyeland Eye Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,500010,500010,ambiguous_district,ambiguous_reference_mapping
3462,5fef0b90-42eb-4087-8a03-3db2db94c693,Argade Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,411029,411029,,unresolved
3464,6051631b-11fc-4ba1-90d7-1f2deec55b12,Shree Jeewan Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,110014,110014,ambiguous_district,ambiguous_reference_mapping
3473,628217ab-a276-485e-84fc-2623250f6596,Mohan Dai Oswal Cancer Treatment & Research Foundation,True,,hospital,hospital,unchanged,private,private,unchanged,141009,141009,,unresolved
3474,629b3b35-fca4-467d-bbec-c798961705ee,Latika Eye & Maternity Specialty Clinic Goregaon West,True,,clinic,clinic,unchanged,private,private,unchanged,400062,400062,,unresolved
3514,Under the ageis of Choithram Group,,False,invalid_unique_id|invalid_organization_type,75.75413513183594,,unmapped,08f3d9666086a7a90355f64c2d1f389b,,unmapped,,,,missing_pincode
3519,6b2599d2-0d81-4dbf-b4de-d5cd35eb9a68,Raj Nursing Home,True,,hospital,hospital,unchanged,private,private,unchanged,151302,151302,district_mode_selected,ambiguous_reference_mapping
3544,715be3c3-6ef8-4888-81d7-a857fb5bd46c,Indira IVF Fertility Center - Siliguri,True,,clinic,clinic,unchanged,private,private,unchanged,734001,734001,district_mode_selected,ambiguous_reference_mapping
3545,71913555-ed0c-4b2a-91b5-7acbe473f8ed,"Gleneagles Hospital, Richmond Road, Bengaluru",True,,hospital,hospital,unchanged,private,private,unchanged,560060,560060,district_mode_selected,ambiguous_reference_mapping
3552,7285f2bc-13d9-42ed-adc0-d2f8ee5275e6,Guru Jambheshwar Multispeciality Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,125047,125047,district_mode_selected,ambiguous_reference_mapping
3553,72c1e64d-5ab5-4c89-9d8e-331ea22fe7d2,Currex Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,560049,560049,ambiguous_district,ambiguous_reference_mapping
3583,7a493dee-cc9f-43db-851e-792f1db1cd1b,Happy Dental Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,382424,382424,district_mode_selected,ambiguous_reference_mapping
3607,7f319de8-cfab-4922-b584-4be076471aed,Eye Solutions - The complete eye hospital,True,,hospital,hospital,unchanged,private,private,unchanged,36,,,invalid_pincode
3613,With an objective to enhance the experience of 25 glorious years of running Manorama Ultrascan in Ranaghat and Chakdaha,,False,invalid_unique_id|invalid_organization_type,,,missing,,,missing,,,,missing_pincode
3614,Manorama Hospital is an 494 bedded hospital housed in beautifully landscaped area of 1.18 acres of land. It has a 2 lakh square-feet closed area with Deluxe, 10 -bedded Neonatal Intensive Care Unit,False,invalid_unique_id|invalid_organization_type,,,missing,,,missing,,,,missing_pincode
3615,With expertise and excellence being the cornerstones of Manorama Hospital ,494,False,invalid_unique_id|invalid_organization_type,"[""https://www.manoramahospitex.org/about/manorama-hospitex"",""https://www.manoramahospitex.org/"",""https://www.manoramahospitex.org/doctor-details/dr-krishanu-banik"",""https://www.manoramahospitex.org/doctor-details/dr-pradipta-guha"",""http://www.manoramahospitex.org/"",""https://www.manoramahospitex.org/about/from-the-desk-of-medical-super"",""https://www.manoramahospitex.org/contact"",""https://www.zoominfo.com/c/manorama-hospitex-pvt-ltd/397568994"",""https://www.indiamart.com/manorama-hospitex-pvt-ltd/aboutus.html"",""https://www.justdial.com/Chakdah/24-Hours-Dentists/nct-10000372"",""https://www.facebook.com/549081398608476"",""https://tracxn.com/d/legal-entities/india/manorama-hospitex-private-limited/__phsyVlJwm-44vLQMw8BbuabPf2B6Xkubt2X9AWDsgRE"",""https://www.justdial.com/Bongaon/Private-Hospitals/nct-10390288"",""https://www.manoramahospitex.org/diagnostic-centre-in-nadia"",""https://shg.wbscl.in/home/hospital_list/SS8xTEFYQS9ET3kvSmVMbVBYNU5JVHZuM1BUSnFNQkduNU9sL1F1Q1F5SlYweTJNanNmOWdDZ0ovRVJDOTZleUo0dmFjakRkdjAvRmVpQ3M3MC82eVE9PQ==/5"",""https://shg.wbscl.in/home/hospital_list"",""https://wbxpress.com/list-of-class-i-hospitals-under-west-bengal-health-scheme/"",""https://shg.wbscl.in/home/hospital_list/UWNjSTMzTEw5UUVEMGIzQXVwUC9DdVlPeE5TVE9FellQMVhWWVNBbjkyTTNWNjZTZ3RvZmUzbTk1SVBzSGRMVmxOMXdaeXpYbDdrVjh6TVVTc1dvUlE9PQ==/3"",null]",,unmapped,,,missing,"{""coordinates"":[88.55764770507812,23.170246124267578],""type"":""Point""}",,,invalid_pincode
3622,81968d65-c865-4bf5-b797-934c4561d6a4,Gayathri Hospitals,True,,hospital,hospital,unchanged,private,private,unchanged,517501,517501,district_mode_selected,ambiguous_reference_mapping
3627,827327e5-d9c1-43c2-8941-e9ecc1a80200,Canning Madrasi Piles and Fistula Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,743329,743329,district_mode_selected,ambiguous_reference_mapping
3628,82a57475-1064-4e66-a8e7-2f6f844a382b,Topstars Hospitals,True,,hospital,hospital,unchanged,private,private,unchanged,520007,520007,district_mode_selected,ambiguous_reference_mapping
3646,87159bca-5d93-4a20-a918-ee66bfbf306b,"Apollo Clinic - Amtala, Kolkata",True,,clinic,clinic,unchanged,private,private,unchanged,743 398,,,invalid_pincode
3658,89b3a72f-70ef-4ab9-85b8-1d686c56e089,Atal Memorial Cancer Care,True,,hospital,hospital,unchanged,private,private,unchanged,462 016,,,invalid_pincode
3677,8dadd8be-ecc9-435f-9a8b-53c1c9839fd6,Divine Multispeciality Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,382421,382421,district_mode_selected,ambiguous_reference_mapping
3680,8e631670-3e21-42ab-939c-e3305d4693de,"Swaram Hearing Aid Centre, Cochin, Kerala",True,,clinic,clinic,unchanged,private,private,unchanged,COCHIN-16,,,invalid_pincode
3687,8f96471c-81ff-44d1-a24c-fda24873e12f,Apollo Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,517501,517501,district_mode_selected,ambiguous_reference_mapping
3696,90e433dc-662f-40e6-83cf-b657d79b5eda,D evmata Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,462021,462021,,unresolved
3700,9197ce16-3913-4e26-ade8-5e4b9a20c5b0,Pearl Dental and Implant Centre,True,,clinic,clinic,unchanged,private,private,unchanged,734001,734001,district_mode_selected,ambiguous_reference_mapping
3701,91b4b14c-6af9-4eff-b69f-680baae7f50c,Kurinji Hospital,True,,hospital,hospital,unchanged,public,public,unchanged,636 004,,,invalid_pincode
3706,92e6b44e-982a-43fc-bf94-41eaf71249a9,Keeran Eye Care,True,,clinic,clinic,unchanged,private,private,unchanged,110048,110048,district_mode_selected,ambiguous_reference_mapping
3707,93643549-c266-4626-a168-c8997335c629,Ab Hospital,True,,hospital,hospital,unchanged,,,missing,600037,600037,ambiguous_district,ambiguous_reference_mapping
3725,96ad68a3-8278-4504-9c4f-0d141b17ae9d,Sai Sudha Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,533001,533001,district_mode_selected,ambiguous_reference_mapping
3753,**Services:**,,False,invalid_unique_id|invalid_organization_type,,,missing,,,missing,,,,missing_pincode
3754,  * **Micro Incision Cataract Surgery(MICS)**,,False,invalid_unique_id|invalid_organization_type,,,missing,,,missing,,,,missing_pincode
3755,  * **Phacoemulsification & Advanced Cataract Surgery **,,False,invalid_unique_id|invalid_organization_type,,,missing,,,missing,,,,missing_pincode
3756,  * **Surgical Vitreo-retinal**,,False,invalid_unique_id|invalid_organization_type,,,missing,,,missing,,,,missing_pincode
3757,  * **Corneal Transplant**,,False,invalid_unique_id|invalid_organization_type,,,missing,,,missing,,,,missing_pincode
3758,  * **Implantable Contact Lens(ICL) and Refractive Surgeries**,,False,invalid_unique_id|invalid_organization_type,,,missing,,,missing,,,,missing_pincode
3759,  * **Glaucoma Clinic**,,False,invalid_unique_id|invalid_organization_type,,,missing,,,missing,,,,missing_pincode
3760,  * **Pediatric Cataract Surgery**,,False,invalid_unique_id|invalid_organization_type,,,missing,,,missing,,,,missing_pincode
3761,  * **Ophthalmology**,,False,invalid_unique_id|invalid_organization_type,,,missing,,,missing,,,,missing_pincode
3762,  * **Low Vision Aid**,,False,invalid_unique_id|invalid_organization_type,,,missing,,,missing,,,,missing_pincode
3763,  * **Contact Lens & Optical Services**,,False,invalid_unique_id|invalid_organization_type,,,missing,,,missing,,,,missing_pincode
3764,  * **Oculoplasty**,,False,invalid_unique_id|invalid_organization_type,,,missing,,,missing,,,,missing_pincode
3765,Established Year,,False,invalid_unique_id|invalid_organization_type,,,missing,,,missing,,,,missing_pincode
3766,1987,,False,invalid_unique_id|invalid_organization_type,,,missing,,,missing,,,,missing_pincode
3767,""",null,null,null,""[""""ophthalmology""""","""""cataractAndAnteriorSegmentSurgery""""",False,invalid_unique_id|invalid_organization_type,"""""cataractAndAnteriorSegmentSurgery""""",,unmapped,"""""retinaAndVitreoretinalOphthalmology""""",,unmapped,"""""ophthalmology""""",,,invalid_pincode
3788,9ecd585d-3976-4cf3-ab58-60766b255d04,Satsar Hospital Batala,True,,hospital,hospital,unchanged,private,private,unchanged,143500,143500,,unresolved
3817,a5637b69-68fa-42cd-adf7-6d8a0e1dfcc5,Goalpara Civil Hospital,True,,hospital,hospital,unchanged,public,public,unchanged,783121,783121,,unresolved
3818,a571a119-5b0c-4adb-8626-1797b13afef2,Varna Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,563102,563102,,unresolved
3836,a8d82d45-fd20-45b5-8d01-392ebecb7069,Maya Sanyal Clinic & Nursing Home,True,,clinic,clinic,unchanged,private,private,unchanged,734001,734001,district_mode_selected,ambiguous_reference_mapping
3839,a99169aa-ad37-4b39-af36-f334e8f07fa1,"Dr. Shamer Singh Memorial Radio- Diagnostic Center SCF 13-14, Sector 16-D, Chandigarh, India",True,,clinic,clinic,unchanged,private,private,unchanged,160016,160016,,unresolved
3847,abc45713-e356-4f3c-853c-04b8fea4b4e4,Gandhinagar Fetal Medicine Centre,True,,clinic,clinic,unchanged,private,private,unchanged,382411,382411,,unresolved
3857,We specialize in 652+ surgeries,,False,invalid_unique_id|invalid_organization_type,08f3da5d5e468b2a03d47c01e6c4c057,,unmapped,"[""https://www.justdial.com/Hissar/Gynaecologist-Obstetrician-Doctors-in-Hissar-Sector-14/nct-10551087/page-4"",""https://www.medicineindia.org/hospitals-in-state/haryana"",""https://www.drlogy.com/ayushman-bharat/hospitals/haryana/hisar/lifeline-institute-of-medical-sciences"",""https://www.policyx.com/health-insurance/network-hospitals/star-health-hisar-haryana/"",""https://www.justdial.com/Fatehabad-Haryana/Laparoscopy-Hospitals-in-Alika/nct-11380927"",""https://www.gconnect.in/defence-services/echs/echs.html"",""https://indialei.in/detailed-information/42801955/894500FHDVEYVCZX5940/lifeline-institute-of-medical-sciences/"",""https://www.facebook.com/179780832060636"",""https://www.facebook.com/100268282042981"",null]",,unmapped,kie,,,invalid_pincode
3860,ad3a5892-83e5-4dee-a087-d74c6c24b43f,National Institute Of Gastroenterology And Liver Diseases,True,,hospital,hospital,unchanged,private,private,unchanged,500 034,,,invalid_pincode
3871,ae711d74-537e-4b53-9d44-84e17eb89a53,Shanti Nursing Home,True,,hospital,hospital,unchanged,private,private,unchanged,734001,734001,district_mode_selected,ambiguous_reference_mapping
3874,af0146d5-d99e-44c0-a121-d3ada0dfc482,The Rejuvene Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,360 001,,,invalid_pincode
3889,b1ab2762-16d1-44de-8247-76673accdba7,Ahmed Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,190015,190015,ambiguous_district,ambiguous_reference_mapping
3892,b223f92d-0a2a-4c54-82ab-e049cdf58104,Rajam Medical Centre and Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,641 021,,,invalid_pincode
3893,b239fac5-e419-4f83-ae10-a2372bac4bf6,Radha Raman Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,CUTTACK-9,,,invalid_pincode
3908,b473554c-1c37-46e2-a853-dcf3d242a70f,Vivekananda Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,500016,500016,ambiguous_district,ambiguous_reference_mapping
3917,b5fd4d34-89d4-4337-bb16-1e5df88215c2,Lk Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,500047,500047,ambiguous_district,ambiguous_reference_mapping
3927,b6ec9f3b-46ad-45df-92cd-dd0a11595b17,Daya Hospital,True,,hospital,hospital,unchanged,,,missing,673633,673633,district_mode_selected,ambiguous_reference_mapping
3931,b83354be-c38e-4621-9247-e579615b2d51,Rewa Nursing Home,True,,hospital,hospital,unchanged,private,private,unchanged,461001,461001,district_mode_selected,ambiguous_reference_mapping
3976,c0a88000-42d6-42f6-9f78-4e446dce03a1,Advanced Centre for Eyes,True,,clinic,clinic,unchanged,private,private,unchanged,141 001,,,invalid_pincode
3982,c18abfea-dadd-4b50-bfcb-f432b74260fb,Garg Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,203001,203001,district_mode_selected,ambiguous_reference_mapping
3983,c1d1697c-adfb-459c-967d-242bd320019b,Dr'S Diamond Dental & Cosmetics,True,,dentist,dentist,unchanged,private,private,unchanged,520007,520007,district_mode_selected,ambiguous_reference_mapping
3986,c1ffc959-c843-43b0-a155-21a949bedea2,Deepam Specialty Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,636 201,,,invalid_pincode
3989,c2385b1d-3443-44c1-9647-02dfbe148f48,Modern Diagnostic & Research Centre,True,,clinic,clinic,unchanged,private,private,unchanged,700098,700098,,unresolved
3991,c250d425-7c9b-4f30-8341-41f6047bd77c,Dr. Khade Superspeciality Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,410501,410501,district_mode_selected,ambiguous_reference_mapping
3999,c50ba793-081d-4429-9f5e-93bcb437f661,Family Dental Clinic And Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,314001,314001,district_mode_selected,ambiguous_reference_mapping
4032,cb5fd722-e578-4958-8eb4-0f7960cab4e6,Apollo Sugar Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,492007,492007,,unresolved
4033,cb6c45cd-80ed-47ea-ba1c-6068d081b1b0,Star Dental Hospital & Root Canal Centre,True,,hospital,hospital,unchanged,private,private,unchanged,517501,517501,district_mode_selected,ambiguous_reference_mapping
4047,cdcc342f-b707-4a15-9f5a-a869354d0a9e,Lall Nursing And Maternity Home,True,,hospital,hospital,unchanged,private,private,unchanged,122021,122021,,unresolved
4068,d1238b8a-d0b9-405d-82df-0657654d1fe3,Balaji Dental & Orthodontic Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,517501,517501,district_mode_selected,ambiguous_reference_mapping
4095,d643f869-169b-4597-bb15-1335ebaba9d7,Chanddni Hospital,True,duplicate_unique_id,hospital,hospital,unchanged,private,private,unchanged,324005,324005,exact,exact_reference_mapping
4096,d643f869-169b-4597-bb15-1335ebaba9d7,Chanddni Hospital,False,duplicate_unique_id,hospital,hospital,unchanged,private,private,unchanged,324005,324005,exact,exact_reference_mapping
4105,d911e733-6ee7-4e41-a728-8bb9358404dd,Krishnaya Institute of Cardioc & Fetal Science,True,,hospital,hospital,unchanged,private,private,unchanged,700105,700105,district_mode_selected,ambiguous_reference_mapping
4125,dbf2822a-6a77-4ad0-8f08-b080fad1c477,Bharti Children & Cardiac Diabetic Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,41027,,,invalid_pincode
4128,dc57255f-d957-42df-b6cc-ed07f05b1f82,"Nucleus Pathology Laboratory - Sheshadri Apartments, Rambag colony, Paud Road, Pune - 38",True,,,,missing,,,missing,38,,,invalid_pincode
4155,e173a725-cf85-479d-8e15-093c9a1a4409,Health Corner Speciality Clinic - Chandrayangutta,True,,clinic,clinic,unchanged,private,private,unchanged,500005,500005,district_mode_selected,ambiguous_reference_mapping
4161,e3055496-1a80-4d0f-92f2-3006bcb80f42,"Apollo Clinic 1, Cosmic Enclave, Opposite SBI Bank (Sama Branch) Near GIPCL Circle,Vadodara-390008",True,,clinic,clinic,unchanged,private,private,unchanged,390008,390008,missing_geo,ambiguous_reference_mapping
4168,e3e0514a-1dc5-48fb-9827-e8cf904e3332,"Infinit Dental Solutions - Jayanagar 9th block, South Bangalore",True,,clinic,clinic,unchanged,private,private,unchanged,560069,560069,,unresolved
4205,ee0186ca-3f59-4063-9b98-9ab52842b3a7,Hair Transplant in Delhi,True,,clinic,clinic,unchanged,private,private,unchanged,110048,110048,district_mode_selected,ambiguous_reference_mapping
4227,f451de69-af72-4a53-8fa9-ecaa45fcf26d,Rajarhat Dental Clinic,True,,clinic,clinic,unchanged,private,private,unchanged,700135,700135,district_mode_selected,ambiguous_reference_mapping
4240,f71b47e9-1504-40f9-9256-706f6173280b,Mamta Super Speciality Hospital,True,,hospital,hospital,unchanged,private,private,unchanged,492007,492007,,unresolved
4251,f8c1524a-7643-491f-be7f-a4ac747f7d75,Saavi Diagnostic Centre,True,,clinic,clinic,unchanged,private,private,unchanged,700023,700023,district_mode_selected,ambiguous_reference_mapping
4255,f904b115-9432-489d-b86a-898977baee55,"Dhanvantari Homoeopathic Medical College And Hospital & Research Centre, Nashik",True,,hospital,hospital,unchanged,private,private,unchanged,422 008,,,invalid_pincode
4258,Our hospital is uniquely equipped to handle the distinct medical needs of women at all stages of life," we offer compassion and excellent care.""",False,invalid_unique_id|invalid_organization_type,23.013490676879883,,unmapped,72.52645111083984,,unmapped,0,,,invalid_pincode
4272,fc857e36-8192-40c9-af66-d2c7c7d478a8,SRM Diagnostics,True,,clinic,clinic,unchanged,private,private,unchanged,600089,600089,ambiguous_district,ambiguous_reference_mapping
4277,fe23dd4d-7cca-47b3-aad4-293b62e32cb2,Shraddha Heart Hospital,True,duplicate_unique_id,hospital,hospital,unchanged,private,private,unchanged,400086,400086,exact,exact_reference_mapping
4278,fe23dd4d-7cca-47b3-aad4-293b62e32cb2,Shraddha Heart Hospital,False,duplicate_unique_id,hospital,hospital,unchanged,private,private,unchanged,400086,400086,exact,exact_reference_mapping
4284,ff56070d-d567-402d-b738-1e8f8789766c,Swapna Healthcare,True,,hospital,hospital,unchanged,private,private,unchanged,500 016,,,invalid_pincode
4288,00361ecc-7edf-4799-ad64-5831d6eda89a,Gunam Hospital - Hosur,True,,hospital,hospital,unchanged,private,private,unchanged,635 109,,,invalid_pincode
4302,01da102f-8e41-456d-a2fb-3c87124af1f1,Niramaya Polyclinic and Diagnostics,True,,clinic,clinic,unchanged,private,private,unchanged,700135,700135,district_mode_selected,ambiguous_reference_mapping
4308,02a3b541-de4e-42d8-95e0-c6dbc700f5dc,Dr. Susheela Tiwari Government Hospital,True,,hospital,hospital,unchanged,public,public,unchanged,263129,263129,,unresolved
4319,04ab2a19-31d3-4f5b-843f-97143b1be64e,"Patanjali Wellness Centre – Swami Parmanand Prakritik Chikitsalaya (Vinod Nagar, New Delhi)",True,,hospital,hospital,unchanged,private,private,unchanged,110092,110092,district_mode_selected,ambiguous_reference_mapping
