pincode,post_office_count,district_candidate_count,state_candidate_count,district_candidates,state_candidates,preferred_district,preferred_state,resolution_status,is_safe_for_direct_join,valid_coordinate_pair_count,invalid_coordinate_pair_count,incomplete_coordinate_pair_count,likely_swapped_coordinate_count,mean_valid_latitude,mean_valid_longitude
533287,7,1,1,EAST GODAVARI,ANDHRA PRADESH,EAST GODAVARI,ANDHRA PRADESH,exact,True,7,0,0,0,17.250734,81.577743
533288,28,2,1,ALLURI SITHARAMA RAJU|EAST GODAVARI,ANDHRA PRADESH,ALLURI SITHARAMA RAJU,ANDHRA PRADESH,district_mode_selected,False,28,0,0,0,17.436031,81.770801
533289,11,1,1,EAST GODAVARI,ANDHRA PRADESH,EAST GODAVARI,ANDHRA PRADESH,exact,True,11,0,0,0,17.171834,81.817002
533290,6,1,1,EAST GODAVARI,ANDHRA PRADESH,EAST GODAVARI,ANDHRA PRADESH,exact,True,6,0,0,0,17.240493,81.782254
533291,5,1,1,EAST GODAVARI,ANDHRA PRADESH,EAST GODAVARI,ANDHRA PRADESH,exact,True,5,0,0,0,17.0149,81.994403
533292,4,1,1,EAST GODAVARI,ANDHRA PRADESH,EAST GODAVARI,ANDHRA PRADESH,exact,True,4,0,0,0,17.111199,81.828207
533293,5,1,1,EAST GODAVARI,ANDHRA PRADESH,EAST GODAVARI,ANDHRA PRADESH,exact,True,5,0,0,0,17.101937,81.74886
533294,10,1,1,EAST GODAVARI,ANDHRA PRADESH,EAST GODAVARI,ANDHRA PRADESH,exact,True,10,0,0,0,17.069691,81.918919
533295,18,1,1,ALLURI SITHARAMA RAJU,ANDHRA PRADESH,ALLURI SITHARAMA RAJU,ANDHRA PRADESH,exact,True,18,0,0,0,17.6754,81.76293
533296,6,1,1,EAST GODAVARI,ANDHRA PRADESH,EAST GODAVARI,ANDHRA PRADESH,exact,True,6,0,0,0,17.604114,82.571618
533297,7,2,1,EAST GODAVARI|KAKINADA,ANDHRA PRADESH,KAKINADA,ANDHRA PRADESH,district_mode_selected,False,7,0,0,0,17.248211,82.085157
533305,7,1,1,KONASEEMA,ANDHRA PRADESH,KONASEEMA,ANDHRA PRADESH,exact,True,7,0,0,0,16.74841,81.966116
533306,3,1,1,KONASEEMA,ANDHRA PRADESH,KONASEEMA,ANDHRA PRADESH,exact,True,3,0,0,0,16.8064,81.952326
533307,5,1,1,KONASEEMA,ANDHRA PRADESH,KONASEEMA,ANDHRA PRADESH,exact,True,5,0,0,0,16.790467,81.930456
533308,5,1,1,KONASEEMA,ANDHRA PRADESH,KONASEEMA,ANDHRA PRADESH,exact,True,5,0,0,0,16.855644,81.937703
533309,4,1,1,KONASEEMA,ANDHRA PRADESH,KONASEEMA,ANDHRA PRADESH,exact,True,4,0,0,0,16.640345,81.675174
533339,2,1,1,EAST GODAVARI,ANDHRA PRADESH,EAST GODAVARI,ANDHRA PRADESH,exact,True,2,0,0,0,17.334938,81.700382
533340,6,1,1,KONASEEMA,ANDHRA PRADESH,KONASEEMA,ANDHRA PRADESH,exact,True,6,0,0,0,16.94444,81.967534
533341,6,2,1,EAST GODAVARI|KONASEEMA,ANDHRA PRADESH,,ANDHRA PRADESH,ambiguous_district,False,6,0,0,0,16.951776,81.896155
533342,8,1,1,EAST GODAVARI,ANDHRA PRADESH,EAST GODAVARI,ANDHRA PRADESH,exact,True,8,0,0,0,16.932946,81.964202
533343,5,1,1,EAST GODAVARI,ANDHRA PRADESH,EAST GODAVARI,ANDHRA PRADESH,exact,True,5,0,0,0,16.978244,82.005828
533344,9,1,1,KAKINADA,ANDHRA PRADESH,KAKINADA,ANDHRA PRADESH,exact,True,9,0,0,0,16.919188,82.074899
533345,3,2,1,EAST GODAVARI|KONASEEMA,ANDHRA PRADESH,EAST GODAVARI,ANDHRA PRADESH,district_mode_selected,False,3,0,0,0,16.910187,82.025728
533346,5,2,1,EAST GODAVARI|KONASEEMA,ANDHRA PRADESH,KONASEEMA,ANDHRA PRADESH,district_mode_selected,False,5,0,0,0,16.91019,81.999774
533347,23,2,1,ALLURI SITHARAMA RAJU|EAST GODAVARI,ANDHRA PRADESH,EAST GODAVARI,ANDHRA PRADESH,district_mode_selected,False,23,0,0,0,17.910229,81.488504
533348,3,1,1,ALLURI SITHARAMA RAJU,ANDHRA PRADESH,ALLURI SITHARAMA RAJU,ANDHRA PRADESH,exact,True,3,0,0,0,17.941569,81.832663
533349,10,1,1,ALLURI SITHARAMA RAJU,ANDHRA PRADESH,ALLURI SITHARAMA RAJU,ANDHRA PRADESH,exact,True,3,0,7,0,17.561197,81.374901
533350,8,1,1,ALLURI SITHARAMA RAJU,ANDHRA PRADESH,ALLURI SITHARAMA RAJU,ANDHRA PRADESH,exact,True,8,0,0,0,17.618343,81.261222
533351,10,1,1,ALLURI SITHARAMA RAJU,ANDHRA PRADESH,ALLURI SITHARAMA RAJU,ANDHRA PRADESH,exact,True,10,0,0,0,18.29995,82.462028
533352,19,1,1,EAST GODAVARI,ANDHRA PRADESH,EAST GODAVARI,ANDHRA PRADESH,exact,True,14,0,5,0,17.740528,81.32274
533353,5,1,1,EAST GODAVARI,ANDHRA PRADESH,EAST GODAVARI,ANDHRA PRADESH,exact,True,1,0,4,0,17.03738,81.93148
533354,5,2,1,ALLURI SITHARAMA RAJU|EAST GODAVARI,ANDHRA PRADESH,ALLURI SITHARAMA RAJU,ANDHRA PRADESH,district_mode_selected,False,5,0,0,0,17.273502,81.751592
533355,1,1,1,EAST GODAVARI,ANDHRA PRADESH,EAST GODAVARI,ANDHRA PRADESH,exact,True,1,0,0,0,16.7354,82.03448
533401,19,3,1,ANAKAPALLI|EAST GODAVARI|KAKINADA,ANDHRA PRADESH,KAKINADA,ANDHRA PRADESH,district_mode_selected,False,18,0,1,0,17.317461,82.412623
533406,12,1,1,KAKINADA,ANDHRA PRADESH,KAKINADA,ANDHRA PRADESH,exact,True,12,0,0,0,17.322252,82.378737
533407,10,1,1,KAKINADA,ANDHRA PRADESH,KAKINADA,ANDHRA PRADESH,exact,True,10,0,0,0,17.45735,82.456842
533408,7,2,1,EAST GODAVARI|KAKINADA,ANDHRA PRADESH,KAKINADA,ANDHRA PRADESH,district_mode_selected,False,6,0,1,0,17.219965,82.454666
533428,25,2,1,ALLURI SITHARAMA RAJU|KAKINADA,ANDHRA PRADESH,ALLURI SITHARAMA RAJU,ANDHRA PRADESH,district_mode_selected,False,24,0,1,0,17.346473,81.962838
533429,12,2,1,ALLURI SITHARAMA RAJU|KAKINADA,ANDHRA PRADESH,KAKINADA,ANDHRA PRADESH,district_mode_selected,False,12,0,0,0,17.268361,81.994491
533430,8,2,1,EAST GODAVARI|KAKINADA,ANDHRA PRADESH,KAKINADA,ANDHRA PRADESH,district_mode_selected,False,7,0,1,0,17.264413,82.22026
533431,10,1,1,KAKINADA,ANDHRA PRADESH,KAKINADA,ANDHRA PRADESH,exact,True,10,0,0,0,17.185273,82.1438
533432,5,1,1,KAKINADA,ANDHRA PRADESH,KAKINADA,ANDHRA PRADESH,exact,True,5,0,0,0,17.251685,82.161523
533433,6,1,1,KAKINADA,ANDHRA PRADESH,KAKINADA,ANDHRA PRADESH,exact,True,6,0,0,0,17.115112,82.165563
533434,7,1,1,KAKINADA,ANDHRA PRADESH,KAKINADA,ANDHRA PRADESH,exact,True,7,0,0,0,17.012095,82.148615
533435,15,1,1,KAKINADA,ANDHRA PRADESH,KAKINADA,ANDHRA PRADESH,exact,True,14,0,1,0,17.261785,82.195452
533436,21,1,1,ALLURI SITHARAMA RAJU,ANDHRA PRADESH,ALLURI SITHARAMA RAJU,ANDHRA PRADESH,exact,True,21,0,0,0,17.500272,82.182423
533437,17,2,1,EAST GODAVARI|KAKINADA,ANDHRA PRADESH,KAKINADA,ANDHRA PRADESH,district_mode_selected,False,17,0,0,0,17.097624,82.126923
533440,2,2,1,EAST GODAVARI|KAKINADA,ANDHRA PRADESH,,ANDHRA PRADESH,ambiguous_district,False,2,0,0,0,17.054236,82.171667
533444,2,1,1,KAKINADA,ANDHRA PRADESH,KAKINADA,ANDHRA PRADESH,exact,True,2,0,0,0,17.240536,82.309506
533445,5,1,1,KAKINADA,ANDHRA PRADESH,KAKINADA,ANDHRA PRADESH,exact,True,5,0,0,0,17.149926,82.243979
533446,12,1,1,KAKINADA,ANDHRA PRADESH,KAKINADA,ANDHRA PRADESH,exact,True,11,0,1,0,17.356116,82.393685
533447,4,1,1,KAKINADA,ANDHRA PRADESH,KAKINADA,ANDHRA PRADESH,exact,True,4,0,0,0,17.019359,81.986405
533448,4,1,1,KAKINADA,ANDHRA PRADESH,KAKINADA,ANDHRA PRADESH,exact,True,4,0,0,0,17.101465,82.346424
533449,6,1,1,KAKINADA,ANDHRA PRADESH,KAKINADA,ANDHRA PRADESH,exact,True,6,0,0,0,17.183397,82.159643
533450,16,2,1,EAST GODAVARI|KAKINADA,ANDHRA PRADESH,KAKINADA,ANDHRA PRADESH,district_mode_selected,False,16,0,0,0,17.011095,82.179583
533451,4,2,1,EAST GODAVARI|KAKINADA,ANDHRA PRADESH,,ANDHRA PRADESH,ambiguous_district,False,4,0,0,0,17.194406,82.271768
533460,1,1,1,KAKINADA,ANDHRA PRADESH,KAKINADA,ANDHRA PRADESH,exact,True,1,0,0,0,16.952356,82.130553
533461,3,1,1,KAKINADA,ANDHRA PRADESH,KAKINADA,ANDHRA PRADESH,exact,True,3,0,0,0,17.24412,82.643926
533462,6,1,1,KAKINADA,ANDHRA PRADESH,KAKINADA,ANDHRA PRADESH,exact,True,6,0,0,0,17.418245,81.848389
533463,6,1,1,KAKINADA,ANDHRA PRADESH,KAKINADA,ANDHRA PRADESH,exact,True,6,0,0,0,16.765376,82.264009
533464,13,4,2,EAST GODAVARI|KAKINADA|KONASEEMA|YANAM,ANDHRA PRADESH|PUDUCHERRY,KAKINADA,ANDHRA PRADESH,ambiguous_state,False,12,0,1,0,16.785316,82.145367
533468,12,1,1,KAKINADA,ANDHRA PRADESH,KAKINADA,ANDHRA PRADESH,exact,True,12,0,0,0,16.828875,82.157361
533483,13,1,1,ALLURI SITHARAMA RAJU,ANDHRA PRADESH,ALLURI SITHARAMA RAJU,ANDHRA PRADESH,exact,True,13,0,0,0,17.559367,81.875677
533577,6,1,1,KONASEEMA,ANDHRA PRADESH,KONASEEMA,ANDHRA PRADESH,exact,True,1,0,5,0,16.631361,82.025333
534001,2,1,1,ELURU,ANDHRA PRADESH,ELURU,ANDHRA PRADESH,exact,True,2,0,0,0,16.708944,81.112417
534002,9,1,1,ELURU,ANDHRA PRADESH,ELURU,ANDHRA PRADESH,exact,True,9,0,0,0,16.688177,81.143109
534003,6,1,1,ELURU,ANDHRA PRADESH,ELURU,ANDHRA PRADESH,exact,True,6,0,0,0,16.733178,81.063697
534004,6,1,1,ELURU,ANDHRA PRADESH,ELURU,ANDHRA PRADESH,exact,True,6,0,0,0,16.681792,81.145208
534005,3,2,1,ELURU|WEST GODAVARI,ANDHRA PRADESH,ELURU,ANDHRA PRADESH,district_mode_selected,False,3,0,0,0,16.72485,81.106803
534006,3,1,1,ELURU,ANDHRA PRADESH,ELURU,ANDHRA PRADESH,exact,True,3,0,0,0,16.712611,81.094667
534007,7,1,1,ELURU,ANDHRA PRADESH,ELURU,ANDHRA PRADESH,exact,True,7,0,0,0,16.669274,81.02971
534008,1,1,1,ELURU,ANDHRA PRADESH,ELURU,ANDHRA PRADESH,exact,True,1,0,0,0,16.711487,81.102475
534101,4,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,4,0,0,0,16.816318,81.525609
534102,12,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,11,1,0,0,16.862711,81.481068
534111,4,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,4,0,0,0,16.939116,81.465381
534112,9,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,9,0,0,0,16.912401,81.19208
534122,4,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,4,0,0,0,16.625012,81.745159
534123,4,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,4,0,0,0,16.614396,81.810115
534124,5,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,5,0,0,0,16.6573,81.654691
534126,7,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,7,0,0,0,16.617601,81.771249
534134,12,2,1,ELURU|WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,district_mode_selected,False,12,0,0,0,16.685316,81.585636
534145,6,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,6,0,0,0,17.179685,81.605237
534146,10,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,9,1,0,0,16.853999,81.61811
534156,6,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,6,0,0,0,16.776011,81.606945
534165,3,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,3,0,0,0,16.762705,81.472067
534166,7,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,7,0,0,0,16.584722,81.149261
534176,5,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,4,1,0,1,16.903994,81.208622
534186,7,2,1,ELURU|WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,district_mode_selected,False,7,0,0,0,16.658517,81.521367
534195,4,1,1,ELURU,ANDHRA PRADESH,ELURU,ANDHRA PRADESH,exact,True,4,0,0,0,16.730417,81.403518
534196,8,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,8,0,0,0,16.761614,81.592875
534197,5,1,1,ELURU,ANDHRA PRADESH,ELURU,ANDHRA PRADESH,exact,True,5,0,0,0,16.701795,83.106398
534198,13,2,1,ELURU|WEST GODAVARI,ANDHRA PRADESH,ELURU,ANDHRA PRADESH,district_mode_selected,False,13,0,0,0,16.136703,81.222421
534199,11,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,11,0,0,0,16.60075,81.462521
534201,3,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,3,0,0,0,16.541509,81.516787
534202,7,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,7,0,0,0,16.544638,81.523658
534204,3,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,3,0,0,0,16.542194,81.490541
534206,6,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,6,0,0,0,16.544213,81.403766
534207,5,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,5,0,0,0,16.47267,81.60183
534208,3,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,3,0,0,0,16.513889,81.503238
534209,3,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,3,0,0,0,16.563135,81.466233
534210,4,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,4,0,0,0,16.581665,81.567006
534211,5,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,5,0,0,0,16.754044,81.686783
534215,1,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,1,0,0,0,16.669694,80.778722
534216,4,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,4,0,0,0,16.779318,81.565201
534217,6,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,6,0,0,0,16.696182,81.699262
534218,4,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,4,0,0,0,16.75757,81.750919
534222,4,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,4,0,0,0,16.725228,81.67895
534225,8,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,8,0,0,0,16.673205,81.639844
534227,4,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,4,0,0,0,16.768654,81.436932
534230,4,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,4,0,0,0,16.60398,81.470966
534235,11,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,11,0,0,0,16.613255,81.430846
534236,5,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,5,0,0,0,16.495982,81.392034
534237,6,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,6,0,0,0,16.539119,81.404551
534238,4,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,4,0,0,0,16.615661,81.630499
534239,7,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,7,0,0,0,16.444139,81.494666
534240,4,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,4,0,0,0,16.586297,81.376046
534243,5,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,5,0,0,0,16.538509,81.59941
534244,3,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,3,0,0,0,16.544703,81.569183
534245,3,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,3,0,0,0,16.526514,81.637437
534247,4,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,4,0,0,0,16.572881,81.640742
534250,11,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,11,0,0,0,16.552671,81.491119
534260,3,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,3,0,0,0,16.519991,81.727704
534265,7,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,7,0,0,0,16.470337,81.735703
534266,9,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,9,0,0,0,16.527005,81.693254
534267,6,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,6,0,0,0,16.70216,81.03959
534268,11,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,11,0,0,0,16.496754,81.778545
534269,6,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,6,0,0,0,16.5995,81.838833
534275,15,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,15,0,0,0,16.430191,81.697116
534280,7,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,7,0,0,0,16.402943,81.646104
534281,6,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,6,0,0,0,16.404639,81.560646
534301,13,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,13,0,0,0,16.968547,81.751911
534302,13,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,10,0,3,0,16.903436,81.704015
534305,6,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,6,0,0,0,16.954997,81.575235
534311,10,1,1,ELURU,ANDHRA PRADESH,ELURU,ANDHRA PRADESH,exact,True,10,0,0,0,17.169032,81.492873
534312,18,2,1,ELURU|WEST GODAVARI,ANDHRA PRADESH,ELURU,ANDHRA PRADESH,district_mode_selected,False,17,0,1,0,17.060522,81.537691
534313,11,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,11,0,0,0,16.967691,81.557579
534315,8,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,8,0,0,0,17.241364,81.611517
534316,12,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,12,0,0,0,17.101951,81.324883
534318,13,2,1,ELURU|WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,district_mode_selected,False,13,0,0,0,17.312442,81.713136
534320,10,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,10,0,0,0,16.656308,81.745239
534324,6,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,6,0,0,0,16.503037,81.565572
534326,3,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,3,0,0,0,16.657723,81.815679
534327,2,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,2,0,0,0,16.584185,81.767977
534328,6,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,6,0,0,0,16.74286,81.738008
534329,7,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,7,0,0,0,16.840677,81.716439
534330,6,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,6,0,0,0,16.712333,81.769351
534331,3,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,3,0,0,0,16.809851,81.71217
534338,3,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,3,0,0,0,16.586081,81.709733
534340,11,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,11,0,0,0,17.042653,81.66533
534341,8,2,1,ELURU|WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,district_mode_selected,False,8,0,0,0,17.181807,81.229586
534342,9,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,8,0,1,0,16.985487,81.677562
534350,3,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,3,0,0,0,17.015241,81.731724
534401,5,1,1,ELURU,ANDHRA PRADESH,ELURU,ANDHRA PRADESH,exact,True,5,0,0,0,16.821732,81.313712
534406,7,2,1,ELURU|WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,district_mode_selected,False,7,0,0,0,16.763737,81.397683
534411,9,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,9,0,0,0,16.713762,81.433644
534416,2,1,1,WEST GODAVARI,ANDHRA PRADESH,WEST GODAVARI,ANDHRA PRADESH,exact,True,2,0,0,0,16.814425,81.375528
534425,8,1,1,ELURU,ANDHRA PRADESH,ELURU,ANDHRA PRADESH,exact,True,8,0,0,0,16.823636,81.286599
534426,9,1,1,ELURU,ANDHRA PRADESH,ELURU,ANDHRA PRADESH,exact,True,9,0,0,0,16.958248,81.290299
534427,5,1,1,ELURU,ANDHRA PRADESH,ELURU,ANDHRA PRADESH,exact,True,5,0,0,0,16.765429,81.2474
534432,4,1,1,ELURU,ANDHRA PRADESH,ELURU,ANDHRA PRADESH,exact,True,4,0,0,0,16.76679,81.180443
534435,4,1,1,ELURU,ANDHRA PRADESH,ELURU,ANDHRA PRADESH,exact,True,4,0,0,0,16.839322,81.121001
534437,11,1,1,ELURU,ANDHRA PRADESH,ELURU,ANDHRA PRADESH,exact,True,11,0,0,0,16.641287,81.089325
534442,3,1,1,ELURU,ANDHRA PRADESH,ELURU,ANDHRA PRADESH,exact,True,3,0,0,0,16.7381,81.19702
534444,21,1,1,ELURU,ANDHRA PRADESH,ELURU,ANDHRA PRADESH,exact,True,20,0,1,0,17.530363,81.177847
534447,1,1,1,ELURU,ANDHRA PRADESH,ELURU,ANDHRA PRADESH,exact,True,1,0,0,0,17.115056,81.297194
534448,14,1,1,ELURU,ANDHRA PRADESH,ELURU,ANDHRA PRADESH,exact,True,14,0,0,0,17.11802,81.318479
534449,5,1,1,ELURU,ANDHRA PRADESH,ELURU,ANDHRA PRADESH,exact,True,5,0,0,0,16.972823,81.17597
534450,7,1,1,ELURU,ANDHRA PRADESH,ELURU,ANDHRA PRADESH,exact,True,7,0,0,0,16.783916,81.137107
534451,8,1,1,ELURU,ANDHRA PRADESH,ELURU,ANDHRA PRADESH,exact,True,8,0,0,0,17.135449,81.436779
534452,6,1,1,ELURU,ANDHRA PRADESH,ELURU,ANDHRA PRADESH,exact,True,6,0,0,0,16.861078,81.23231
534455,18,1,1,ELURU,ANDHRA PRADESH,ELURU,ANDHRA PRADESH,exact,True,18,0,0,0,17.127994,81.291889
534456,14,1,1,ELURU,ANDHRA PRADESH,ELURU,ANDHRA PRADESH,exact,True,14,0,0,0,17.219034,81.132413
534460,12,1,1,ELURU,ANDHRA PRADESH,ELURU,ANDHRA PRADESH,exact,True,12,0,0,0,17.107417,80.363047
534461,7,1,1,ELURU,ANDHRA PRADESH,ELURU,ANDHRA PRADESH,exact,True,7,0,0,0,17.015043,81.069324
534462,9,1,1,ELURU,ANDHRA PRADESH,ELURU,ANDHRA PRADESH,exact,True,9,0,0,0,16.742158,80.620512
534467,5,1,1,ELURU,ANDHRA PRADESH,ELURU,ANDHRA PRADESH,exact,True,5,0,0,0,17.192675,81.120863
534475,7,1,1,ELURU,ANDHRA PRADESH,ELURU,ANDHRA PRADESH,exact,True,7,0,0,0,16.799249,81.049524
535001,1,1,1,VIZIANAGARAM,ANDHRA PRADESH,VIZIANAGARAM,ANDHRA PRADESH,exact,True,1,0,0,0,18.119972,83.403472
535002,4,1,1,VIZIANAGARAM,ANDHRA PRADESH,VIZIANAGARAM,ANDHRA PRADESH,exact,True,4,0,0,0,18.111302,83.413026
535003,19,1,1,VIZIANAGARAM,ANDHRA PRADESH,VIZIANAGARAM,ANDHRA PRADESH,exact,True,19,0,0,0,18.156837,83.386901
535004,7,1,1,VIZIANAGARAM,ANDHRA PRADESH,VIZIANAGARAM,ANDHRA PRADESH,exact,True,7,0,0,0,18.089752,83.365851
535005,11,2,1,VISAKHAPATANAM|VIZIANAGARAM,ANDHRA PRADESH,VIZIANAGARAM,ANDHRA PRADESH,district_mode_selected,False,11,0,0,0,17.754061,83.005444
