source_row_number,unique_id,name,organization_type,structurally_valid,exact_duplicate,scoring_eligible,issue_codes
5539,b182c5ca-96e3-4a09-bd5a-91b603d90eed,Shree Diagnostic Centre,facility,True,False,True,
5540,b18b34ff-495c-4f5d-9acf-6a3fc81a040e,MGM Sevenhills Hospital,facility,True,False,True,
5541,b1aff422-b306-4bf9-a5ca-dc35d9aac11a,"Government Ayurvedic Hospital, Kojra",facility,True,False,True,
5542,b1b8f085-52bc-4ca1-9b71-30c9ca0ee328,Amal Hospital,facility,True,False,True,
5543,b1ba0f96-f74f-47a0-8082-9b0693fefa52,Viral's Dental Avenue,facility,True,False,True,
5544,b1c92a53-e958-4582-a454-f13e691d4356,Khanna Medicare Centre,facility,True,False,True,
5545,b1db49e0-6d6a-46e9-8363-a1e5bf7c27c0,Dr. Morris Mathias Hospital,facility,True,False,True,
5546,b236ea77-35db-40b7-946f-39eeecf8bf6b,Bhalla Dental Clinic India,facility,True,False,True,
5547,b24f445c-00b1-4e88-be5c-3ee24e441161,Dr. Prerna Sonography & Diagnostic Centre,facility,True,False,True,
5548,b2c7bccf-64be-472e-9c1b-4cd3e1bd9599,Gouthami Dental Hospital,facility,True,False,True,
5549,b2db2916-a5db-42ab-87f4-5f9581695f4e,Nemcare Hospital,facility,True,False,True,
5550,b313ba0a-2229-4045-a2af-b040b64a4240,Shree Ram Neuro Centre,facility,True,False,True,
5551,b31dc04d-066f-42c2-98e9-c25517eca60f,Shatakshi Eye Hospital,facility,True,False,True,
5552,b329e5b3-1aea-4606-9a41-5e99a4157dbf,Exella Diagnostics,facility,True,False,True,
5553,b32c4976-d1e3-4b9e-9436-37d27ffe995e,Anjana Scan Centre,facility,True,False,True,
5554,b33b34d3-f996-4ea4-9454-5664b8be951d,Lions Karnavati Shantaben Vishnubhai Patel Eye Hospital,facility,True,False,True,
5555,b343c0ba-beda-4e7e-83ae-b9c9f4babc61,Rapha Aroma Multi-Speciality Hospital,facility,True,False,True,
5556,b359f12c-ade0-4c85-bc9a-94ae45705090,"Invent-U Face and Skin Clinic, Thiruvanmiyur",facility,True,False,True,
5557,b3f1fe0b-48c1-4e9f-b10b-026258996c5b,Suraksha Heart Clinic,facility,True,False,True,
5558,b43315f5-dffd-4628-af31-75c869a60a48,"Shivani Hospital and IVF, Shastri Nagar, Kanpur",facility,True,False,True,
5559,b44f94a2-2d9d-41cf-a44f-5ae474004725,Mitra Polyclinic And Diagnostics,facility,True,False,True,
5560,b453a2c0-ce8d-4673-848d-6bdfb0b205f4,Neelu Medical Centre and Diabetes Foundation,facility,True,False,True,
5561,b482c00d-3b0d-4477-b5fe-ff44874b36d1,Erode Cancer Centre,facility,True,False,True,
5562,b4883dd3-c85e-4e02-9efd-cafe7c9bf4f6,Isha Netralaya,facility,True,False,True,
5563,b4c5e6fe-abbb-406e-80aa-29e9ba31c3e4,Johal Hospital,facility,True,False,True,
5564,b4c89303-55ed-4001-96ac-2abf5b77b87a,Newlife Diagnostics,facility,True,False,True,
5565,b4ee0a0b-2e74-4e9d-b4fb-b3d8b8b62992,Perfect Smile Orthodontic and Implant Centre,facility,True,False,True,
5566,b4eee0e4-8385-47fd-bb6b-1a05f47abb8b,Kale Piles Hospital & Laser Surgery Center (KIDNEY STONE & INFERTILITY TREATMENT CENTRE),facility,True,False,True,
5567,b515244c-c6ac-4c5e-8ea9-91519527047a,Anand Eye Centre,facility,True,False,True,
5568,b56b1f0d-2292-40bf-8e47-44aaed3826fc,Henotic Diagnostics,facility,True,False,True,
5569,b582556c-5532-4a17-86c9-ab638d7ddcf3,Dr Sinha Acupuncture Clinic – M-53 Kalkaji New Delhi,facility,True,False,True,
5570,b588ac01-1b5b-4f87-8875-3f7c1ae9680f,Radiant Dental Care,facility,True,False,True,
5571,b6114c9f-de1b-4f0b-919b-0ca527d4193c,Chirayu Hospital,facility,True,False,True,
5572,b615dce4-ea51-4575-b5d3-1544737e3081,Sahyog Maxillofacial Centre,facility,True,False,True,
5573,b637d1e8-568f-4f6b-ba2d-a1c02fdfe1e0,Cethar Hospitals,facility,True,False,True,
5574,b64a630a-7164-4515-83ae-3af9fbb1f65e,Family Dental Health Centre,facility,True,False,True,
5575,b64b2f70-27e2-4efd-950c-f3a1a8c5fa1a,YASH HOSPITAL CRITICAL CARE CENTRE,facility,True,False,True,
5576,b6674eb7-71d2-4ebc-816d-bed42c6e0cab,Siddhivinayak Hospital,facility,True,False,True,
5577,b667b55a-b0f1-4dd7-88bf-c630840a3205,Dent Inn Family Dental Care,facility,True,False,True,
5578,b699c970-2b49-4a3f-9321-786069f6390d,Pinnacle Dental Solutions,facility,True,False,True,
5579,b69b4a7a-f4c2-45ae-a133-a6c3e0de9c9b,Healing Touch Multispeciality Clinic,facility,True,False,True,
5580,b6a873ce-095b-4b66-8605-387951737ad3,Dr. Lal’s Hospital & Research Centre,facility,True,False,True,
5581,b6d7c0a9-70bf-46d6-bebb-22356bd8ba67,Mehta Eye Clinic,facility,True,False,True,
5582,b71f8d41-fb82-4c83-883e-09a45ffa99f1,"BKG Eye Institute, Old Malda",facility,True,False,True,
5583,b741a170-691c-4360-beb5-0153bc3b9cb1,Vihaan Diagnostics Laboratory,facility,True,False,True,
5584,b743b72f-40aa-4cac-9d9d-ce8949c7cfb4,Mile Stone Path Lab,facility,True,False,True,
5585,b7d34745-b8d6-4c3e-99d7-abfca76e5b56,MaxiVision Super Speciality Eye Hospitals,facility,True,False,True,
5586,b7ebc06d-a35e-4382-8acd-b4621d330687,Nimbus Eye Centre,facility,True,False,True,
5587,b7f8a769-50ac-43f8-b9ad-5f3f83a50d4d,Sargun Hospital,facility,True,False,True,
5588,b806c338-b0e4-45ab-aed4-e1a5d0d40e62,Smile Dental Clinic and Implant Centre,facility,True,False,True,
5589,b8254df0-c488-4d94-9b12-d3dd3d88fec8,Sarwal Hospital,facility,True,False,True,
5590,b8ad8664-b4c8-4837-8894-9fbedd088dd4,Niranjan Charitable Lab,facility,True,False,True,
5591,b8d2eb96-5ea2-4946-9d69-e12af15634ba,Unikare Hospital,facility,True,False,True,
5592,b8d5f26e-fba4-4c5a-939e-24b8e51bd111,Vishwanath Ayurved Mahavidyalaya & Hospital-Student Unit&Alumni,facility,True,False,True,
5593,b943cc11-7c42-4adb-8ef0-b0e26100aa72,Japjee Family Dental Clinic Mohali,facility,True,False,True,
5594,b9a61290-fbd4-4451-9e20-97bf2629acb2,Smile Centre India,facility,True,False,True,
5595,b9bc3e88-d858-4daa-ba40-e3f8d6fc7d60,Sudha Diagnostics,facility,True,False,True,
5596,b9c434b0-b016-474d-86e7-38b55395e6d2,Krishna Dental Clinic and Implant Centre,facility,True,False,True,
5597,b9d11385-3dfe-401b-8eeb-9a9150fbba78,White Glove Diagnostics,facility,True,False,True,
5598,ba08b451-0998-4d50-ae69-bc7384171e1a,Damani Dental Care&Implant Centre,facility,True,False,True,
5599,ba0d01e3-55b1-4c5c-baf7-3be00a6c540b,Eljay Hearing Centre,facility,True,False,True,
5600,ba15f9b3-8701-40a8-b649-e92dc835926e,Sarji Hospital,facility,True,False,True,
5601,ba2ec91e-78a3-49ac-9365-03198893b6d8,Nirmaljot Eye Hospital,facility,True,False,True,
5602,ba3c7c9a-bd28-45a2-b26e-744609d1eada,Meraki Skin Clinic,facility,True,False,True,
5603,ba77e8e8-1596-48b3-933b-e5dad5c98dca,"Dentes Clinic – 207 East Veli Street, Madurai – 625 001",facility,True,False,True,
5604,ba9e7cfe-792a-4176-85ee-f1faceeb8434,Rudra Mother & Child Care Clinic,facility,True,False,True,
5605,baa05bac-d5ba-4494-b07d-921b1e8f40aa,Royal Sushruta MultiSpeciality Hospital,facility,True,False,True,
5606,bafdfd43-51a2-413a-b0b9-bb19275c2833,"Laxmi Dental Clinic - Gandhinagar, Gujarat, India",facility,True,False,True,
5607,bb3cd01a-c6fc-4678-8844-b1ba0849b0c8,Vision Multispeciality Hospital,facility,True,False,True,
5608,bb5c58e1-cdb3-4cfd-9986-ce831bed2589,Dental Home,facility,True,False,True,
5609,bb65705c-1ba3-47c6-b14e-23d2e27490e6,Parivar Super Speciality Hospital & Research Centre,facility,True,False,True,
5610,bb68455b-80da-4ebc-8ca2-476bd00c3b3a,National Skin Centre - Bowenpally,facility,True,False,True,
5611,bb761c26-53f1-44e3-94a0-92beab5549ac,Thrikkakara Municipal Co-Operative Hospital,facility,True,False,True,
5612,bba5ddde-f56d-4431-afaf-995e0babf214,"Nalini Speciality Hospital, 1st Floor, Romell Umiya Granduer, Vishveshwar Nagar Rd, Churi Wadi, Goregaon E, Mumbai, Maharashtra 400063",facility,True,False,True,
5613,bba70a7f-e5a3-486f-a0d1-b5ab7bfb9743,Yashomati Hospital,facility,True,False,True,
5614,bbd71e24-c937-4996-9916-eef36f044f9d,St Vincent De Paul Hospital,facility,True,False,True,
5615,bc049b3b-735a-432c-b2eb-d597298571aa,Saranya Ayurveda Hospital,facility,True,False,True,
5616,bc231744-6a70-4a84-a2bb-66ed617a4839,PanOrtho Hospital,facility,True,False,True,
5617,bc9a5e50-a166-427a-9eaf-7b82d692cdc8,Vinayak Hospital,facility,True,False,True,
5618,bc9f6410-d3d8-47a7-a230-8b2341c4acbc,Plus91 Diagnostics,facility,True,False,True,
5619,bcd5c338-a6fe-4480-9fdc-2acc3e48af12,Assure Pathlabs,facility,True,False,True,
5620,bd1fef69-5461-41ac-a0b1-a6e098928728,32 Pearls Dental Clinic,facility,True,False,True,
5621,bd2a61e5-aa01-4895-b240-9a5e6bdc96c2,Dr. Pooja Homoeopathic Clinic,facility,True,False,True,
5622,bd30a141-069c-4321-a607-5e89d3cdf228,Primex Health Pathology,facility,True,False,True,
5623,bd4244fd-37ae-4b1f-899e-399e5109db66,Dhyan Ayurved Hospital,facility,True,False,True,
5624,bd49eec1-70d4-402c-b474-9cfb32173056,Medicon Hospital,facility,True,False,True,
5625,bd573ccc-780e-4781-a939-5285adf7fe00,Mother Divine Fertility,facility,True,False,True,
5626,bd6b1724-e884-4bd9-aa65-6234f784fecc,Proactive Clinic,facility,True,False,True,
5627,bd7998c7-a6b4-4205-ad1a-fe3118e8b582,Venkataeswara Hospitals,facility,True,False,True,
5628,bdbb53ef-65e6-4741-ba2e-ef4315c5faef,Pankajakasthuri Ayurveda Medical College Hospital,facility,True,False,True,
5629,bddaf0cf-4fa0-4647-9571-2b556f207dc3,Devlok Diagnostics,facility,True,False,True,
5630,be1bbc71-b879-4d48-a73e-3d7be6975284,Harsha Skin Cosmetology & Laser Center,facility,True,False,True,
5631,be2c815d-e585-4ef8-8abb-73225d48766b,Mukherjee Fertility Center,facility,True,False,True,
5632,becb6008-308b-426d-bffa-1a5f6873e1ca,Vivek Dental Clinic,facility,True,False,True,
5633,becf422b-1f76-4f2a-b2d4-551bd8f3d859,Jawahar Lal Nehru Cancer Hospital,facility,True,False,True,
5634,bed60b77-6516-4618-8447-053a4ba73ba1,Nivaran Multispeciality Hospital,facility,True,False,True,
5635,bef2af10-22a2-4725-864c-a44ea2d5c629,Bright Smile Dental Care,facility,True,False,True,
5636,bf0042a9-097f-4080-b7bc-b6796f491a6a,Aarogyam Superspeciality Hospital & Research Center,facility,True,False,True,
5637,bfb3f876-ea26-4eed-bbf1-ab8d67965239,Smile Delhi ,facility,True,False,True,
5638,bfdaa215-0641-49d4-982a-16bfcbe03dc0,Nayonika Eye Care,facility,True,False,True,
5639,bff54c37-55a6-42ae-8f5c-738c95a2271e,Amara Hospital,facility,True,False,True,
5640,c013e4d7-6f8e-47a0-83f3-95a497180770,Prashamsa Hospital,facility,True,False,True,
5641,c0184733-6c40-4a9e-b523-d930e7c1dd0d,Vignesh Hospital,facility,True,False,True,
5642,c07a5bc7-1039-4242-9f88-700a25e93996,Umair Hamdard Dawakhana Kangan,facility,True,False,True,
5643,c0d37a04-d3db-458c-8216-add6a8c68176,BARC Hospital,facility,True,False,True,
5644,c0d6bd33-e583-46ed-8be4-a2d486d49fbe,Amit Wasil Eye Hospital,facility,True,False,True,
5645,c0dfce8a-7692-4ba9-b89f-c053acf728a3,Neel Kuthi Medical Complex,facility,True,False,True,
5646,c10d22d8-aba2-4b43-ab67-cfcebc3acd81,"Kandamkulathy Super Speciality Ayurveda Hospital - Burma Road Junction, Kumarapuram Thiruvananthapuram, Kerala - 695011",facility,True,False,True,
5647,c11d175a-ae2b-4b31-90b5-fe73b3a040cb,Vanni Hospital,facility,True,False,True,duplicate_unique_id
5648,c11d175a-ae2b-4b31-90b5-fe73b3a040cb,Vanni Hospital,facility,True,True,False,duplicate_unique_id
5649,c133a218-7a99-43ac-9e91-54cd653e3ba4,Dr. Koshy’s Dental Implant Clinic,facility,True,False,True,
5650,c13a1610-fd5c-4cb8-ba22-16fa25a819cf,"All India Institute of Medical Sciences, Bibinagar",facility,True,False,True,
5651,c147fd63-e67e-49ea-a977-a451498dbfa0,Pn Panicker Souhruda Ayurveda Medical College Hospital & Research Centre,facility,True,False,True,
5652,c1627daf-ea31-4f42-b5eb-3eb5df3645ef,Aabind Hospital,facility,True,False,True,
5653,c163815e-27a6-4048-97ab-06a72bf3ce70,"Krishna Nursing Home, Mumbai",facility,True,False,True,
5654,c17d9658-0e99-4fbf-8d5c-7f619ae0861f,Rose Multispeciality Hospital - Toli Chowki,facility,True,False,True,
5655,c19c1962-759f-471b-9043-a9cdf75c417f,VISUALEYES HOSPITAL,facility,True,False,True,
5656,c22c77ea-e633-427c-b4f0-0c0ded9371cb,Ankur Dental Clinic,facility,True,False,True,
5657,c2371ab5-c66c-4808-bf49-3c427f5229bd,Max Dental Care Bathinda,facility,True,False,True,
5658,c257056d-fedd-4d9a-b776-ffec33cccbca,Amala Ayurvedic Hospital and Research Centre,facility,True,False,True,
5659,c259a369-d940-4fdc-a51b-1784d5966941,Netaji Subhash Chandra Bose Zonal Hospital,facility,True,False,True,
5660,c2a1742d-cfcb-4f74-8542-8c036183c043,Sukhatme Hospital,facility,True,False,True,
5661,c2a66f10-34e3-46a6-8511-b2ede72bb236,Arpan Diagnostic Centre,facility,True,False,True,
5662,c2b79056-3772-459b-8693-8ed128e86e46,Swaasthya Hospital,facility,True,False,True,
5663,c2bfd9da-08e1-4654-a408-b14b474e134a,Pain Free Odisha,facility,True,False,True,
5664,c2c2f471-241c-489e-9d0d-e422fa66ff7f,Cygnus J K Hindu Hospital,facility,True,False,True,
5665,c2c5bcfc-4f72-4a2e-97bd-a6b42615b91e,"Apollo Clinic, 201, 2nd Floor, The Landmark Sanjay Heights, Nalamganj, Proof Road, Balasore, Odisha, India",facility,True,False,True,
5666,c2d0e606-ed32-440d-85d3-3e86e7adedc6,Usha Nursing Home,facility,True,False,True,
5667,c2e00343-9fe9-4c86-b6a3-252c82a48227,Kusum Dental Care,facility,True,False,True,
5668,c2e39602-6376-4fd5-81b0-e403f47a95e6,Dr Chandiramani’s Dental Clinic,facility,True,False,True,
5669,c2fa65b8-0322-40b6-a90b-27820ad436b6,Life Care Hospital,facility,True,False,True,
5670,c3523a04-8453-47dd-8b0b-b9b301a25480,Rani Eye Hospital,facility,True,False,True,
5671,c3579dc5-2082-43e4-8aad-a76eaad6a9fa,Mumbai Oncocare Centre,facility,True,False,True,
5672,c3a35f7e-8757-4314-b281-313762a398ab,Hello Digital Hearing Aids Centre,facility,True,False,True,
5673,c3c8fcb3-56ae-49fa-9f82-79aaebf55bb5,Root & Tooth Dental Care,facility,True,False,True,
5674,c3eb6ccc-7516-4493-af90-147d01fb8464,PROSTHOTOUCHDentalCare,facility,True,False,True,
5675,c4488580-b070-4eec-9505-af28bec07c42,Chopra Path Lab,facility,True,False,True,
5676,c4793734-a3f5-4e14-8a6d-d8679745c115,Kelavkar Medical Centre,facility,True,False,True,
5677,c4c4da74-9391-4d05-bbf4-a607881b1823,Ashwini Dental Care,facility,True,False,True,
5678,c549b961-f29a-4af3-9b72-2f9d9c3c186c,Meena Hospital,facility,True,False,True,
5679,c54a3fac-f452-4bec-913f-b7352608a8cc,Dr. Ruchi Dental Clinic,facility,True,False,True,
5680,c6200f20-c0d2-4849-80d7-16848ae32448,Kushabhau Thakrey District Hospital Rewa (M.P.),facility,True,False,True,
5681,c6899343-6cdd-4db8-aca5-966742765fa5,Dr. Pranavs Dent Care,facility,True,False,True,
5682,c6b05e7c-13be-4927-9271-46989651df2b,Sumit Hospital,facility,True,False,True,
5683,c6d57971-7593-492c-bf78-7dcdd9825cd1,Primary Health Centre-Avidi,facility,True,False,True,
5684,c7185521-d12b-410d-a93f-73e5039bd110,Acharya Shri Chander College of Medical Sciences and Hospital,facility,True,False,True,
5685,c748c6be-f3f1-48b3-89c9-aa327f8d7065,Varah Healthcare Speciality Clinic,facility,True,False,True,
5686,c7928ae8-ee92-4f68-bdc4-139b9988658b,Shrey Dental Clinic,facility,True,False,True,
5687,c7eb8a0c-49f4-4fcf-a4b3-419649145378,ASTHA HOSPITAL,facility,True,False,True,
5688,c816c86d-7842-4fec-89bc-a478b2bb5a62,Max Lab,facility,True,False,True,
5689,c845ffc2-f1bc-4727-992e-aecf7d46321e,Asha Jyothi Rehabilitation Centre,facility,True,False,True,
5690,c8709795-7d29-42ad-bc63-be9d82cd1fc4,Sagar Dental Care and Implant Centre,facility,True,False,True,
5691,c8b6d947-2440-4223-82eb-fabf7a489446,Swarup Medical Centre,facility,True,False,True,
5692,c95a790c-da91-4c1a-a9bd-a6e9ec63de1f,Relief Hospital,facility,True,False,True,
5693,c96a9ef1-ee1a-4ddc-a420-933f5a4f22a4,AccuPath Labs & Diagnostics,facility,True,False,True,
5694,c975a844-09b0-4eaa-88b4-8f2e40e4ec67,Ferty9 Fertility Center,facility,True,False,True,
5695,c98553bd-e259-4452-9a11-c914c91a43c6,Surat Diabetic Foot and Ulcer Clinic,facility,True,False,True,
5696,ca1446f1-1d6f-41c5-8b02-6c8d74964761,Eyemantra Hospital,facility,True,False,True,
5697,ca1701ea-df26-4e85-af75-53e41a424f51,Orange Dental Clinic & Maxillofacial Surgery Center,facility,True,False,True,
5698,ca230d0c-a47a-48bd-985f-40535d838885,Dr Lal Clinic A Pediatric Super specialty Centre,facility,True,False,True,
5699,ca31fabb-a5df-4bc2-8ca1-a51b33f89773,Sanjibon Diagnostic & Health Care,facility,True,False,True,
5700,ca4aca78-9612-4fe5-93dc-eb28fa8a4cc6,Mahe Institute of Dental Sciences and Hospital,facility,True,False,True,
5701,cac7ecd7-9b84-4ec4-b145-ed8629b8e8c0,Dentstar Dental Clinic,facility,True,False,True,
5702,cb099d20-e980-4c70-bf2b-f80ee98bddf9,"Dental DNA – City Dental Hospital & Research Center, Japla",facility,True,False,True,
5703,cb399219-2889-4a40-8a48-0f1b9f16701d,Agrasen Hospital,facility,True,False,True,
5704,cb4c40f4-fa3c-4630-92f5-d3734e55ae89,Kovai Heart Foundation,facility,True,False,True,
5705,cb8336f2-ccf8-4688-82eb-82ec3b2569be,Talwar Hospital and IVF Centre,facility,True,False,True,
5706,cb83ace8-c902-4c62-a459-5a84fb423eff,Queen's Care Hospital,facility,True,False,True,
5707,cbc990b9-c088-4277-abdc-589b9d31681c,Aarthi Scans and Labs - Bengaluru,facility,True,False,True,
5708,cbe1e475-381a-4977-a292-a2dc6f0dd1ab,Indu Clinic,facility,True,False,True,
5709,cbeb16d4-7502-4bc0-a437-e846bc2831bf,Nest Children's Clinic,facility,True,False,True,
5710,cbf0be3d-5c49-4440-b610-e305c7e75048,Glitterz Dental Clinic,facility,True,False,True,
5711,cc0e68b4-7ab4-4c48-b610-0bbe6bedd7fd,Arogya Clinic,facility,True,False,True,
5712,cc3ee61d-61f6-4958-ad6b-f5b69e8b45c1,Samastha Hospitals,facility,True,False,True,
5713,cc4c5298-941e-40e9-b889-0904f7b40df6,Taj Medical Centre,facility,True,False,True,
5714,cc6ef0bb-4b09-4ef8-a9cf-6456cad04bf4,Santevita Hospital,facility,True,False,True,
5715,cc868995-7551-441c-b86d-3648e98924e7,Mahajan Imaging & Labs,facility,True,False,True,
5716,cccfe197-6d4c-4fdd-803e-c556d28085c7,Sharma Hospital & Diagnostic Center,facility,True,False,True,
5717,ccd19c4e-8e67-4346-b03e-0f0c40e3ec04,Hiv @ AIDS CLINIC,facility,True,False,True,
5718,cce2bb9d-a1aa-46e3-964a-7092a18402a3,Dhir Hospital,facility,True,False,True,
5719,cd60dcc2-b2f9-4800-b716-d53f9e13a747,HCG Panda Cancer Hospital,facility,True,False,True,
5720,cd89413e-dd14-4e60-9842-a9153013ab40,Amrutha Heart Hospital,facility,True,False,True,
5721,cd8b64e1-b88f-4842-be8f-4c8fa2617ac7,Heart Sanjivani Centre,facility,True,False,True,
5722,cddfa621-8c80-4898-9c93-f2336e0309f0,The Surgical Clinic and Nursing Home,facility,True,False,True,
5723,ce2bd997-c0ab-4cae-a8f3-31f6f18cae04,Shivam Orthopaedic Hospital Pain Management Center,facility,True,False,True,
5724,ce37cd62-bd7e-45f7-8fa1-2d678609256e,Shree Sai Clinic,facility,True,False,True,
5725,ce43c06e-ad54-4a03-84cf-dadadba21646,Nova IVF Fertility - Ranchi,facility,True,False,True,
5726,ce61ac83-141e-496e-b4f9-9c10553dfea2,Garg Nursing Home,facility,True,False,True,
5727,ce8032fb-ac76-4774-b033-eefa5c4347bc,Apple Dental Care,facility,True,False,True,
5728,cf10ea64-4e5f-4ec9-8e35-15c8d0bf3f24,Sub Divisional Hospital Banki,facility,True,False,True,
5729,cf141af9-03dc-4bda-8d45-22c15882b505,Anil X-Ray & Pathology,facility,True,False,True,
5730,cf4eeae6-d5a1-483c-b892-8272109d5d55,Green Leaf Health Center,facility,True,False,True,
5731,cfa092f4-dcaf-4fe7-a1da-dab32915198f,Pet Ct St Diagnostic,facility,True,False,True,
5732,cfa1d2a0-f0d0-4c60-b1e9-44ab871f3e59,Dr Chikara Dental Care and Implant Centre,facility,True,False,True,
5733,cfa7aa31-c7cb-4f44-9a9b-daf0a3a48962,Centre Point Hospital,facility,True,False,True,
5734,cfc109de-6ae5-419d-82be-6c899239997f,Vydehi Ayurveda Hospital / Clinic (VAYU) – Whitefield,facility,True,False,True,
5735,cfc83238-642a-498f-8e61-d8e9aa124cd1,Hope International Hospital,facility,True,False,True,
5736,cff65a82-8e09-4c22-9d9f-47701aaf90a3,Madras Scans & Labs,facility,True,False,True,
5737,d018b941-0f2a-4461-844e-c31d0d7c434e,Kamal Diagnostic Center,facility,True,False,True,
5738,d019b76c-137a-4fa4-a8cf-7c438d47e9c7,Bright Nursing Home,facility,True,False,True,
5739,d055cbea-6833-404b-96b4-4facf8c74e33,You Take Care Medical Laboratory,facility,True,False,True,
5740,d0bde64e-363b-46f1-a4cf-565187ad25e0,Dr Wesly's Dental Care,facility,True,False,True,
5741,d0d23509-e0fe-4707-9e2c-206b523eb791,Chella Suriya Orthopaedic Hospital,facility,True,False,True,
5742,d0f3824e-0da4-431c-88d1-cdffb4d9e383,Satyam Clinical Laboratory,facility,True,False,True,
5743,d0f7b765-ff2c-4120-a1f2-98235732c273,Dev Multispeciality Dental Care,facility,True,False,True,
5744,d110479d-7334-4c4f-92e8-308ca9d05048,Saurabh Eye Hospital,facility,True,False,True,
5745,d1217145-ef45-458f-b134-f05283b0375f,Shatabdi Hospital,facility,True,False,True,
5746,d1320f7d-7bec-4868-bdc6-5b74b707782a,Kastury Clinic,facility,True,False,True,
5747,d1389621-2708-47b5-8a58-81a233023525,WellBeing Physiotherapy & Sports Injury Center,facility,True,False,True,
5748,d1776b44-3f53-4c74-a287-f444d1163f20,Dr. Sanjay Kalra Multi Speciality Dental Clinic,facility,True,False,True,
5749,d1a1e95f-2a79-4921-974e-3e1058cd8cb4,American Spine and Medical Institute,facility,True,False,True,
5750,d1a93395-a4b3-4cf1-8b7d-8266418205b9,Viveka Hospital,facility,True,False,True,
5751,d210b7e9-e46c-4443-9d03-70ab641d9fa8,Curewell Diagnostic & Medicare,facility,True,False,True,
5752,d22ba3f1-9cb5-4e8e-a9fc-f8c140a7d1e7,Dr. Vijay ENT Hospital,facility,True,False,True,
5753,d232fc53-e4d0-4cea-bd7f-6e3c263ecc0a,Quality Care Lab,facility,True,False,True,
5754,d26cdb42-6f45-44fc-9206-c6b8d4d8c249,Medaz Hospital,facility,True,False,True,
5755,d2833710-0cdf-4208-b273-6149a2cf64ec,Shriram Trauma & Super Speciality Hospital,facility,True,False,True,
5756,d298ce0d-66e0-449d-8d79-8e49f25e40b4,Dr Shamsher Singh Eye Hospital,facility,True,False,True,
5757,d2e825bc-d0c0-4038-833d-512a7eb9724c,Indo American Dental and Implant Clinic,facility,True,False,True,
5758,d3c27f59-4821-47e4-88c0-d9f783d0508e,Sunrise Oncology Centre in Borivali,facility,True,False,True,
5759,d3cc37ff-220b-48c9-b585-1007512634cb,Asha Dental Care,facility,True,False,True,
5760,d4044289-18f2-4aa5-9f44-e0bee34d6606,Ultra Care Clinic,facility,True,False,True,
5761,d40967c4-3ae4-4d3e-a3c3-e93f820adc57,Uma Super Speciality Hospital,facility,True,False,True,
5762,d409fa02-cd88-4841-a3d2-c06261ced5ab,Care Rehabilitation Centre Praygraj,facility,True,False,True,
5763,d4276bde-ad2f-4bc2-8fae-9c4b94c51623,Bhullar Hospital,facility,True,False,True,
5764,d42e3209-851e-4fb0-9ebf-9a2c9e21a866,Jai Data Laboratory and Diagnostic Centre,facility,True,False,True,
5765,d4610cf1-c424-407d-a900-6a1ca4cdfdf2,The Eye Clinic Dehradun,facility,True,False,True,
5766,d491fd29-0036-4856-bf9c-227d4481d9fe,Aural Hearing Care,facility,True,False,True,
5767,d497e20e-0093-4a69-8aab-24b0669af1ff,Riiver Diagnostic Laboratory,facility,True,False,True,
5768,d4a966a9-4f24-4f69-8a97-6be7394bced2,Ujala Physiotherapy Clinic,facility,True,False,True,
5769,d4c519ca-dd59-46bc-b201-bd8b48d9d731,Sahu Rameshwar Saran Kothiwal Hospital Heart & Neuro Centre,facility,True,False,True,
5770,d4dfcd03-0494-4d75-a459-351133dffd55,Krishna Dental Care,facility,True,False,True,
5771,d512ecd4-30c5-47e8-b91f-56d69fb71ead,Shroff Eye Centre - Ghaziabad,facility,True,False,True,
5772,d58cea19-3648-4d86-bdee-385037d433a6,Manishankar Eye Hospital,facility,True,False,True,
5773,d58e9081-d56d-4d67-be96-e1a7d47bc3ae,Himaya Multispeciality Hospital,facility,True,False,True,
5774,d594114a-b766-4d1c-8689-899f8b4ac0b9,Pristine Ultrasound,facility,True,False,True,
5775,d5cfcf28-603a-41ed-aad1-941d898ec74a,Swastik Multispeciality Physiotherapy & Rehabilitation Center,facility,True,False,True,
5776,d5e1df16-5ee9-4ac3-a124-663d2b787f2f,Lifecare Hospital,facility,True,False,True,
5777,d601b054-d3d8-43b8-928e-f0bfa5715471,Getwell Hospital and Research Institute,facility,True,False,True,
5778,d60c75b5-312a-43d2-9074-7d7b20ada0e7,"Cloudnine Hospital, Ludhiana",facility,True,False,True,
5779,d6406a07-6c14-4418-a03f-966908dca992,Ummeed Urology and Gynecology Center,facility,True,False,True,
5780,d64d2823-89da-48a2-ad4e-40683da48f72,Raju Hospital,facility,True,False,True,
5781,d694d450-254e-42f2-bc6d-ce2cc5940e36,Maulana Azad Bunkar Hospital,facility,True,False,True,
5782,d6a85fc1-6478-4e99-acd1-fc0e3a15a62a,Sri Surakkshaa Hospital,facility,True,False,True,
5783,d6cd7db3-2094-4903-80f0-2367fd7d0af0,Motherhood Women’s & Child Care Hospital,facility,True,False,True,
5784,d6d7b774-ea7c-4f42-b148-e5751f5be97f,Apollo Hospital,facility,True,False,True,
5785,d6ee2e80-21b8-4d04-928f-790d9248ae61,Dr Shrini Dental Care,facility,True,False,True,
5786,d70319e9-7f81-4339-8760-768a68afaf34,Jagruti Maternity Hospital Dr Rajesh Gondalia,facility,True,False,True,
